"Date","Quadrat No.","Meter point","Sampler","Recorder","SiteHeightYear","SUBSTRATE-ROCK","SUBSTRATE-SAND","WATER","Boulder","Cobble","Pebble","SAND SCOUR","Bedrock","Site","Zone","Year","Shore_height_cm"
2016-06-08,"1",5,"SS","KGJ","Meay Channel MID 2016",NA,"57","48","43",NA,"19",NA,NA,"Meay Channel","MID","2016",NA
2016-06-08,"2",8,"SS","KGJ","Meay Channel MID 2016",NA,"99",NA,"1","12","85",NA,NA,"Meay Channel","MID","2016",NA
2016-06-08,"3",9,"SCL","SCL","Meay Channel MID 2016",NA,"41",NA,NA,"36","23",NA,NA,"Meay Channel","MID","2016",NA
2016-06-08,"4",10,"SCL","SCL","Meay Channel MID 2016",NA,"37",NA,"21","24","18",NA,NA,"Meay Channel","MID","2016",NA
2016-06-08,"5",11,"PTM","PTM","Meay Channel MID 2016",NA,"9","11",NA,"24","67",NA,NA,"Meay Channel","MID","2016",NA
2016-06-08,"6",14,"SS","KGJ","Meay Channel MID 2016",NA,"100","21",NA,"16","71",NA,NA,"Meay Channel","MID","2016",NA
2016-06-08,"7",15,"SS","KGJ","Meay Channel MID 2016",NA,"16","3","14","9","75",NA,NA,"Meay Channel","MID","2016",NA
2016-06-08,"8",16,"SS","KGJ","Meay Channel MID 2016",NA,"13","1","21","26","51",NA,NA,"Meay Channel","MID","2016",NA
2016-06-08,"9",21,"SCL","SCL","Meay Channel MID 2016",NA,"45","37",NA,"25","30",NA,NA,"Meay Channel","MID","2016",NA
2016-06-08,"10",30,"SCL","SCL","Meay Channel MID 2016",NA,"28","33","17","24","31",NA,NA,"Meay Channel","MID","2016",NA
2016-06-08,"1",2,"SCL","SCL","Meay Channel HIGH 2016",NA,"80","70","17",NA,"3",NA,NA,"Meay Channel","HIGH","2016",NA
2016-06-08,"2",3,"SCL","SCL","Meay Channel HIGH 2016",NA,"96","58",NA,"0.5","4",NA,NA,"Meay Channel","HIGH","2016",NA
2016-06-08,"3",4,"SCL","SCL","Meay Channel HIGH 2016",NA,"78","42","10","9","3",NA,NA,"Meay Channel","HIGH","2016",NA
2016-06-08,"4",6,"SS","KGJ","Meay Channel HIGH 2016",NA,"72",NA,"27.5","0.5",NA,NA,NA,"Meay Channel","HIGH","2016",NA
2016-06-08,"5",11,"PTM","PTM","Meay Channel HIGH 2016",NA,"91","1",NA,"8","1",NA,NA,"Meay Channel","HIGH","2016",NA
2016-06-08,"6",16,"SS","KGJ","Meay Channel HIGH 2016",NA,"100","62",NA,NA,"7",NA,NA,"Meay Channel","HIGH","2016",NA
2016-06-08,"7",25,"PTM","PTM","Meay Channel HIGH 2016",NA,"39",NA,"61",NA,NA,NA,NA,"Meay Channel","HIGH","2016",NA
2016-06-08,"8",29,"SCL","SCL","Meay Channel HIGH 2016",NA,"96","13",NA,"1","3",NA,NA,"Meay Channel","HIGH","2016",NA
2016-06-08,"9",30,"SS","KGJ","Meay Channel HIGH 2016",NA,"88",NA,"12",NA,"2",NA,NA,"Meay Channel","HIGH","2016",NA
2016-06-08,"10",35,"SCL","SCL","Meay Channel HIGH 2016",NA,NA,"25","24","2",NA,NA,"46","Meay Channel","HIGH","2016",NA
2017-05-24,"1",6,"Kyra","Lauran","West Beach LOW 2017",NA,NA,"14","70","30",NA,NA,NA,"West Beach","LOW","2017",107
2017-05-24,"2",9,"SCL","SCL","West Beach LOW 2017",NA,"1","2","85","8","5",NA,NA,"West Beach","LOW","2017",61
2017-05-24,"3",12,"Sam","Katy Davis","West Beach LOW 2017",NA,"1",NA,"100",NA,NA,NA,NA,"West Beach","LOW","2017",69
2017-05-24,"4",17,"SCL","SCL","West Beach LOW 2017",NA,NA,NA,"85","15",NA,NA,NA,"West Beach","LOW","2017",90
2017-05-24,"5",18,"Sam","Katy Davis","West Beach LOW 2017",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","LOW","2017",104
2017-05-24,"6",21,"Kyra","Lauran","West Beach LOW 2017",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","LOW","2017",112
2017-05-24,"7",22,"SCL","SCL","West Beach LOW 2017",NA,"0.5",NA,"85","14","0.5",NA,NA,"West Beach","LOW","2017",114
2017-05-24,"8",24,"Kyra","Lauran","West Beach LOW 2017",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","LOW","2017",124
2017-05-24,"9",25,"PTM","PTM","West Beach LOW 2017",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","LOW","2017",128
2017-05-24,"10",31,"Sam","Katy Davis","West Beach LOW 2017",NA,NA,NA,"82","18",NA,NA,NA,"West Beach","LOW","2017",126
2017-05-24,"1",3,"Kyra","Lauran","West Beach MID 2017",NA,NA,"4","54","46",NA,NA,NA,"West Beach","MID","2017",219
2017-05-24,"2",8,"Sam","Katy Davis","West Beach MID 2017",NA,NA,NA,"96","4",NA,NA,NA,"West Beach","MID","2017",173
2017-05-24,"3",12,"SCL","SCL","West Beach MID 2017",NA,"0.5",NA,"75","14","10",NA,NA,"West Beach","MID","2017",203
2017-05-24,"4",21,"Kyra","Lauran","West Beach MID 2017",NA,NA,NA,"91","9",NA,NA,NA,"West Beach","MID","2017",157
2017-05-24,"5",24,"SCL","SCL","West Beach MID 2017",NA,NA,"20","85","13","2",NA,NA,"West Beach","MID","2017",179
2017-05-24,"6",25,"Kyra","Lauran","West Beach MID 2017",NA,NA,"4","50","50",NA,NA,NA,"West Beach","MID","2017",165
2017-05-24,"7",29,"Sam","Katy Davis","West Beach MID 2017",NA,NA,NA,"96","3","1",NA,NA,"West Beach","MID","2017",174
2017-05-24,"8",38,"Sam","Katy Davis","West Beach MID 2017",NA,NA,"17","62","46","2",NA,NA,"West Beach","MID","2017",181
2017-05-24,"9",42,"PTM","PTM","West Beach MID 2017",NA,NA,NA,"85","15",NA,NA,NA,"West Beach","MID","2017",259
2017-05-24,"10",46,"Sam","Katy Davis","West Beach MID 2017",NA,NA,"19","80","20",NA,NA,NA,"West Beach","MID","2017",181
2017-05-24,"1",1,"SCL","SCL","West Beach HIGH 2017",NA,"0.5",NA,"85","5","10",NA,NA,"West Beach","HIGH","2017",239
2017-05-24,"2",10,"Kyra","Lauran","West Beach HIGH 2017",NA,"2","4","96","2",NA,NA,NA,"West Beach","HIGH","2017",245
2017-05-24,"3",13,"PTM","PTM","West Beach HIGH 2017",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","HIGH","2017",248
2017-05-24,"4",16,"Kyra","Lauran","West Beach HIGH 2017",NA,NA,NA,"50","50",NA,NA,NA,"West Beach","HIGH","2017",260
2017-05-24,"5",20,"Kyra","Lauran","West Beach HIGH 2017",NA,"1","14","64","35",NA,NA,NA,"West Beach","HIGH","2017",213
2017-05-24,"6",24,"Sam","Katy Davis","West Beach HIGH 2017",NA,NA,NA,"99","1",NA,NA,NA,"West Beach","HIGH","2017",227
2017-05-24,"7",30,"Kyra","Lauran","West Beach HIGH 2017",NA,NA,"0.5","100",NA,NA,NA,NA,"West Beach","HIGH","2017",320
2017-05-24,"8",34,"SCL","SCL","West Beach HIGH 2017",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","HIGH","2017",270
2017-05-24,"9",35,"Sam","Katy Davis","West Beach HIGH 2017",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","HIGH","2017",279
2017-05-24,"10",42,"Kyra","Lauran","West Beach HIGH 2017",NA,NA,NA,"86","14",NA,NA,NA,"West Beach","HIGH","2017",352
2017-05-25,"1",3,"SCL","SCL","Fifth Beach LOW 2017",NA,"10","3",NA,NA,NA,NA,"100","Fifth Beach","LOW","2017",137
2017-05-25,"2",5,"LL","KJ","Fifth Beach LOW 2017",NA,"5",NA,NA,NA,NA,NA,"100","Fifth Beach","LOW","2017",138
2017-05-25,"3",6,"SS","KD","Fifth Beach LOW 2017",NA,"6","3",NA,NA,NA,NA,"100","Fifth Beach","LOW","2017",128
2017-05-25,"4",7,"SCL","SCL","Fifth Beach LOW 2017",NA,"2",NA,NA,NA,NA,NA,"100","Fifth Beach","LOW","2017",166
2017-05-25,"5",9,"LL","KJ","Fifth Beach LOW 2017",NA,NA,"10",NA,NA,NA,NA,"100","Fifth Beach","LOW","2017",165
2017-05-25,"6",11,"SCL","SCL","Fifth Beach LOW 2017",NA,"0.5",NA,NA,NA,NA,NA,"100","Fifth Beach","LOW","2017",151
2017-05-25,"7",12,"SCL","SCL","Fifth Beach LOW 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","LOW","2017",150
2017-05-25,"8",13,"SS","KD","Fifth Beach LOW 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","LOW","2017",137
2017-05-25,"9",22,"LL","KJ","Fifth Beach LOW 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","LOW","2017",200
2017-05-25,"10",23,"SS","KD","Fifth Beach LOW 2017",NA,"2","2",NA,NA,NA,NA,"100","Fifth Beach","LOW","2017",202
2017-05-25,"1",2,"LL","KJ","Fifth Beach MID 2017",NA,"2",NA,NA,NA,NA,NA,"100","Fifth Beach","MID","2017",236
2017-05-25,"2",3,"SS","KD","Fifth Beach MID 2017",NA,"2",NA,NA,NA,NA,NA,"100","Fifth Beach","MID","2017",198
2017-05-25,"3",4,"SCL","SCL","Fifth Beach MID 2017",NA,"15","14",NA,NA,NA,NA,"100","Fifth Beach","MID","2017",221
2017-05-25,"4",5,"SCL","SCL","Fifth Beach MID 2017",NA,"7","2",NA,NA,NA,NA,"100","Fifth Beach","MID","2017",221
2017-05-25,"5",6,"LL","KJ","Fifth Beach MID 2017",NA,"13","2",NA,NA,NA,NA,"100","Fifth Beach","MID","2017",203
2017-05-25,"6",15,"SS","KD","Fifth Beach MID 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","MID","2017",170
2017-05-25,"7",18,"SS","KD","Fifth Beach MID 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","MID","2017",225
2017-05-25,"8",21,"PTM","PTM","Fifth Beach MID 2017",NA,"6","92",NA,NA,NA,NA,"100","Fifth Beach","MID","2017",226
2017-05-25,"9",23,"SS","KD","Fifth Beach MID 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","MID","2017",242
2017-05-25,"10",24,"LL","KJ","Fifth Beach MID 2017",NA,NA,"10",NA,NA,NA,NA,"100","Fifth Beach","MID","2017",244
2017-05-25,"1",3,"LL","KJ","Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2017",345
2017-05-25,"2",7,"SCL","SCL","Fifth Beach HIGH 2017",NA,NA,"4",NA,NA,NA,NA,"100","Fifth Beach","HIGH","2017",248
2017-05-25,"3",9,"SS","KD","Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2017",336
2017-05-25,"4",10,"LL","KJ","Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2017",305
2017-05-25,"5",11,"LL","KJ","Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2017",320
2017-05-25,"6",12,"SS","KD","Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2017",315
2017-05-25,"7",15,"SCL","SCL","Fifth Beach HIGH 2017",NA,"2","5",NA,NA,NA,NA,"100","Fifth Beach","HIGH","2017",243
2017-05-25,"8",23,"LL","KJ","Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2017",356
2017-05-25,"9",27,"SS","KD","Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2017",349
2017-05-25,"10",29,"SS","KD","Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2017",326
2017-05-25,"1",0,"KJ","LL","North Beach LOW 2017",NA,NA,"23",NA,NA,NA,NA,"100","North Beach","LOW","2017",NA
2017-05-25,"2",3,"SCL","SCL","North Beach LOW 2017",NA,NA,"2",NA,NA,NA,NA,"100","North Beach","LOW","2017",97
2017-05-25,"3",4,"SS","KD","North Beach LOW 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","LOW","2017",106
2017-05-25,"4",6,"SS","KD","North Beach LOW 2017",NA,NA,"4",NA,NA,NA,NA,"100","North Beach","LOW","2017",100
2017-05-25,"5",7,"SCL","SCL","North Beach LOW 2017",NA,NA,"8",NA,NA,NA,NA,"100","North Beach","LOW","2017",96
2017-05-25,"6",9,"KJ","LL","North Beach LOW 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","LOW","2017",114
2017-05-25,"7",10,"SS","KD","North Beach LOW 2017",NA,NA,"1",NA,NA,NA,NA,"100","North Beach","LOW","2017",132
2017-05-25,"8",12,"SCL","SCL","North Beach LOW 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","LOW","2017",151
2017-05-25,"9",18,"KJ","LL","North Beach LOW 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","LOW","2017",171
2017-05-25,"10",23,"KD","SS","North Beach LOW 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","LOW","2017",157
2017-05-25,"1",2,"SS","KD","North Beach MID 2017",NA,NA,"66",NA,"15",NA,NA,"85","North Beach","MID","2017",209
2017-05-25,"2",4,"SCL","SCL","North Beach MID 2017",NA,NA,"2",NA,NA,NA,NA,"100","North Beach","MID","2017",207
2017-05-25,"3",5,"KJ","LL","North Beach MID 2017",NA,NA,"10",NA,NA,NA,NA,"100","North Beach","MID","2017",184
2017-05-25,"4",6,"KJ","LL","North Beach MID 2017",NA,NA,"10",NA,NA,NA,NA,"100","North Beach","MID","2017",216
2017-05-25,"5",9,"PTM","PTM","North Beach MID 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","MID","2017",200
2017-05-25,"6",11,"SCL","SCL","North Beach MID 2017",NA,NA,"1",NA,NA,NA,NA,"100","North Beach","MID","2017",278
2017-05-25,"7",13,"KD","SS","North Beach MID 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","MID","2017",278
2017-05-25,"8",17,"SCL","SCL","North Beach MID 2017",NA,NA,"5",NA,NA,NA,NA,"100","North Beach","MID","2017",260
2017-05-25,"9",18,"KJ","LL","North Beach MID 2017",NA,NA,"4",NA,NA,NA,NA,"100","North Beach","MID","2017",267
2017-05-25,"10",21,"SS","KD","North Beach MID 2017",NA,NA,"21",NA,NA,NA,NA,"100","North Beach","MID","2017",285
2017-05-25,"1",1,"SS","SS","North Beach HIGH 2017",NA,NA,"4",NA,NA,NA,NA,"100","North Beach","HIGH","2017",382
2017-05-25,"2",4,"KJ","LL","North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","HIGH","2017",319
2017-05-25,"3",6,"SCL","SCL","North Beach HIGH 2017",NA,NA,"8",NA,NA,NA,NA,"100","North Beach","HIGH","2017",318
2017-05-25,"4",8,"KJ","LL","North Beach HIGH 2017",NA,NA,"1",NA,NA,NA,NA,"100","North Beach","HIGH","2017",379
2017-05-25,"5",11,"PTM","PTM","North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","HIGH","2017",346
2017-05-25,"6",13,"KJ","LL","North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","HIGH","2017",287
2017-05-25,"7",16,"SS","KD","North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","HIGH","2017",282
2017-05-25,"8",20,"SS","KD","North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","HIGH","2017",219
2017-05-25,"9",21,"SCL","SCL","North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","HIGH","2017",230
2017-05-25,"10",23,"SS","KD","North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","HIGH","2017",243
2017-05-25,"1",2,"SCL","SCL","Meay Channel LOW 2017",NA,"34","0.5",NA,"40","20",NA,NA,"Meay Channel","LOW","2017",NA
2017-05-25,"2",4,"LL","KJ","Meay Channel LOW 2017",NA,"15","2",NA,"33","52",NA,NA,"Meay Channel","LOW","2017",NA
2017-05-25,"3",9,"SCL","SCL","Meay Channel LOW 2017",NA,"18","0.5",NA,"43","26",NA,NA,"Meay Channel","LOW","2017",NA
2017-05-25,"4",13,"SS","KD","Meay Channel LOW 2017",NA,"13","0",NA,"79","14",NA,NA,"Meay Channel","LOW","2017",NA
2017-05-25,"5",15,"LL","KJ","Meay Channel LOW 2017",NA,"46",NA,NA,"24","30",NA,NA,"Meay Channel","LOW","2017",NA
2017-05-25,"6",20,"SCL","SCL","Meay Channel LOW 2017",NA,"14","35",NA,"26","56",NA,NA,"Meay Channel","LOW","2017",NA
2017-05-25,"7",28,"LL","KJ","Meay Channel LOW 2017",NA,"7","12",NA,"31","61",NA,NA,"Meay Channel","LOW","2017",NA
2017-05-25,"8",33,"SS","KD","Meay Channel LOW 2017",NA,"20","25",NA,"33","47",NA,NA,"Meay Channel","LOW","2017",NA
2017-05-25,"9",42,"PTM","PTM","Meay Channel LOW 2017",NA,"18",NA,NA,"44","32",NA,NA,"Meay Channel","LOW","2017",NA
2017-05-25,"10",43,"SS","KD","Meay Channel LOW 2017",NA,"21","8",NA,"49","30",NA,NA,"Meay Channel","LOW","2017",NA
2017-05-25,"1",1,"SCL","SCL","Meay Channel MID 2017",NA,"37","23","20","6","25",NA,NA,"Meay Channel","MID","2017",NA
2017-05-25,"2",3,"KJ","LL","Meay Channel MID 2017",NA,"40",NA,"4","10","39",NA,NA,"Meay Channel","MID","2017",NA
2017-05-25,"3",7,"SS","KD","Meay Channel MID 2017",NA,"35","1","27",NA,"38",NA,NA,"Meay Channel","MID","2017",NA
2017-05-25,"4",8,"KJ","LL","Meay Channel MID 2017",NA,"24",NA,NA,"20","48",NA,NA,"Meay Channel","MID","2017",NA
2017-05-25,"5",11,"SCL","SCL","Meay Channel MID 2017",NA,"32",NA,"28","10","16",NA,NA,"Meay Channel","MID","2017",NA
2017-05-25,"6",22,"KJ","LL","Meay Channel MID 2017",NA,"20","35",NA,"8","70",NA,NA,"Meay Channel","MID","2017",NA
2017-05-25,"7",23,"KJ","LL","Meay Channel MID 2017",NA,"40","29",NA,"4","41",NA,NA,"Meay Channel","MID","2017",NA
2017-05-25,"8",26,"PTM","PTM","Meay Channel MID 2017",NA,"15","34",NA,"50","25",NA,NA,"Meay Channel","MID","2017",NA
2017-05-25,"9",31,"SS","KD","Meay Channel MID 2017",NA,"10","34",NA,NA,"90",NA,NA,"Meay Channel","MID","2017",NA
2017-05-25,"10",33,"SS","KD","Meay Channel MID 2017",NA,"35","21",NA,"30","35",NA,NA,"Meay Channel","MID","2017",NA
2017-05-25,"1",2,"SCL","SCL","Meay Channel HIGH 2017",NA,"70","79","14",NA,"5",NA,NA,"Meay Channel","HIGH","2017",NA
2017-05-25,"2",4,"SCL","SCL","Meay Channel HIGH 2017",NA,"65","48","24","2","4",NA,NA,"Meay Channel","HIGH","2017",NA
2017-05-25,"3",6,"KJ","LL","Meay Channel HIGH 2017",NA,"61",NA,"39",NA,NA,NA,NA,"Meay Channel","HIGH","2017",NA
2017-05-25,"4",7,"SS","KD","Meay Channel HIGH 2017",NA,"66","28","27",NA,"4",NA,NA,"Meay Channel","HIGH","2017",NA
2017-05-25,"5",8,"SCL","SCL","Meay Channel HIGH 2017",NA,"25",NA,NA,NA,"0.5",NA,"100","Meay Channel","HIGH","2017",NA
2017-05-25,"6",11,"KJ","LL","Meay Channel HIGH 2017",NA,"5","92",NA,"3",NA,NA,NA,"Meay Channel","HIGH","2017",NA
2017-05-25,"7",16,"PTM","PTM","Meay Channel HIGH 2017",NA,"40",NA,"13","2","25",NA,NA,"Meay Channel","HIGH","2017",NA
2017-05-25,"8",26,"SS","KD","Meay Channel HIGH 2017",NA,"96",NA,NA,NA,NA,NA,NA,"Meay Channel","HIGH","2017",NA
2017-05-25,"9",29,"KJ","LL","Meay Channel HIGH 2017",NA,"100",NA,NA,NA,NA,NA,NA,"Meay Channel","HIGH","2017",NA
2017-05-25,"10",34,"SS","KD","Meay Channel HIGH 2017",NA,NA,NA,NA,NA,NA,NA,"100","Meay Channel","HIGH","2017",NA
