UID,Year,quadrat,Shore_height_cm,Quadrat,meter.point,transect,Meter.point,Acrosiphonia,Ahnfeltia.fastigiata,Alaria.marginata,Analipus.japonicus,Antithamnion.defectum,Antithamnionella.spp.,Bangia.sp.,Blidingia,Bossiella_articulate,Calliarthron.tuberculosum,Callithamnion.pikeanum,Callophyllis.sp.,Ceramium.codicola,Ceramium.pacificum,Chaetomorpha.cannabina,Chamberlainium.tumidum,Chiharaea.rhododactyla,Chiharaea.silvae,Cladophora.columbiana,Cladophora.sericea,Codium.fragile,Codium.setchellii,Collinsiella.tuberculata,Colpomenia.peregrina,Corallina,coralline.crust,Costaria.costata,Cryptosiphonia.woodii,Cumathamnion.decipiens,Dactylosiphon.bullosus,Desmarestia.aculeata,Desmarestia.ligulata,Dilsea.californica,Ectocarpus.commensalis,Ectocarpus.sp.,Egregia.menziesii,Elachista.fucicola,Endocladia.muricata,Erythrotrichia.carnea,Farlowia.mollis,Fucus.distichus,Gloiopeltis.furcata,Halosaccion.glandiforme,Hedophyllum.nigripes,Hedophyllum.sessile,Herposiphonia.plumula,Hildenbrandia,Hymenena.spp.,Johansenia.macmillanii,Laminaria.setchellii,Laminaria.yezoensis,Leathesia.marina,Lithothamnion.glaciale,Lithothamnion.phymatodeum,Lomentaria.hakodatensis,Mastocarpus,Mazzaella.oregona,Mazzaella.parksii,Mazzaella.parvula,Mazzaella.splendens,Melanosiphon.intestinalis,Melobesia.sp.,Mesophyllum.vancouveriense,Microcladia.borealis,Monostroma.grevillei,Nemalion.helminthoides,Neogastroclonium.subarticulatum,Neopolyporolithon.reclinatum,Neorhodomela.aculeata,Neorhodomela.larix,Neorhodomela.oregona,Nereocystis.luetkeana,Odonthalia.floccosa,Odonthalia.floccosa.f..comosa,Opuntiella.californica,Osmundea.spectabilis,Palmaria.hecatensis,Palmaria.mollis,Petrocelis,Peyssonnelia.sp.,Phyllospadix.spp.,Plocamium.pacificum,Plocamium.violaceum,Polyneura.latissima,Polysiphonia,Prionitis,Pterocladiella.caloglossoides,Pterygophora.californica,Ptilota.filicina,Pylaiella.littoralis,Pyropia,Ralfsioid,Rhizoclonium.tortuosum,Rhodochorton.purpureum,Salishia.firma,Savoiea.robusta,Schizymenia.pacifica,Scytosiphon.dotyi,Scytosiphon.lomentaria,Smithora.naiadum,Soranthera.ulvoidea,Sphacelaria.rigidula,Symphyocladiella.dendroidea,Tokidadendron.bullatum,Ulva,Unknown.crust,elev.var,localrich
North Beach HIGH 2013 10,2013,North Beach HIGH 19,201,10,19,North Beach HIGH,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024074074074074074,3
North Beach HIGH 2013 2,2013,North Beach HIGH 5,319,2,5,North Beach HIGH,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,4,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0.5,0,0,0,40,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,8,0,0,0,0,0,0,0,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0.5,0,0.19210432150376455,17
North Beach HIGH 2013 3,2013,North Beach HIGH 6,318,3,6,North Beach HIGH,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,29,0,0.5,0,0,0,34,0,0,0,0,0,0,0.5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.2730495545910685,13
North Beach HIGH 2013 4,2013,North Beach HIGH 8,379,4,8,North Beach HIGH,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,30,0.5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11998512260012338,6
North Beach HIGH 2013 5,2013,North Beach HIGH 13,287,5,13,North Beach HIGH,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0,85,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13376804960878977,8
North Beach HIGH 2013 6,2013,North Beach HIGH 14,267,6,14,North Beach HIGH,14,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,45,0,3,0,0,0,15,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.24432535211874137,15
North Beach HIGH 2013 7,2013,North Beach HIGH 15,276,7,15,North Beach HIGH,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.15685681390275324,9
North Beach HIGH 2013 8,2013,North Beach HIGH 16,282,8,16,North Beach HIGH,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.31577307389776377,4
North Beach HIGH 2013 9,2013,North Beach HIGH 17,303,9,17,North Beach HIGH,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.08168922936290816,6
North Beach LOW 2012 1,2012,North Beach LOW 1,156,1,1,North Beach LOW,1,0,0,10,0,0,0,0,0,12,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,28,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29818020317507044,12
North Beach LOW 2012 10,2012,North Beach LOW 22,139,10,22,North Beach LOW,22,0,0,80,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,45,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3714342257021065,11
North Beach LOW 2012 2,2012,North Beach LOW 2,122,2,2,North Beach LOW,2,0,0,25,0,0,0,0,0,32,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35074408747271124,10
North Beach LOW 2012 3,2012,North Beach LOW 3,97,3,3,North Beach LOW,3,0,0,60,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2956862794596798,8
North Beach LOW 2012 4,2012,North Beach LOW 5,95,4,5,North Beach LOW,5,0,0,95,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,30.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28711559071060083,9
North Beach LOW 2012 5,2012,North Beach LOW 9,114,5,9,North Beach LOW,9,0,0,100,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,0,0.5,30,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27962532415064717,10
North Beach LOW 2012 6,2012,North Beach LOW 13,90,6,13,North Beach LOW,13,0,0,80,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,30,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3107534667209733,10
North Beach LOW 2012 7,2012,North Beach LOW 14,110,7,14,North Beach LOW,14,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,10,20,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.27962532415064717,11
North Beach LOW 2012 8,2012,North Beach LOW 17,148,8,17,North Beach LOW,17,0.5,0,65,0,0,0,0,0,5,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,35,0,75,5,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3367536985172399,18
North Beach LOW 2012 9,2012,North Beach LOW 18,171,9,18,North Beach LOW,18,0.5,0,40,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0.5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,7,0,35,0,0,0,0,0.5,0,0,0,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.31336870820130464,21
North Beach LOW 2013 1,2013,North Beach LOW 3,97,1,3,North Beach LOW,3,0,0,39,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,25,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0.36840534033157796,12
North Beach LOW 2013 10,2013,North Beach LOW 22,139,10,22,North Beach LOW,22,0.5,0,55,0,0,0,0,0,13,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,29,0,0,0,0,0,0,0,0,10,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.32695593164597153,16
North Beach LOW 2013 2,2013,North Beach LOW 4,106,2,4,North Beach LOW,4,0,0,50,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,19,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,13,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0.3638617186189946,13
North Beach LOW 2013 3,2013,North Beach LOW 11,150,3,11,North Beach LOW,11,0,0,80,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,45,0,2,18,0,0,0,0,0,0,0,0.5,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33762522365243697,15
North Beach LOW 2013 4,2013,North Beach LOW 13,90,4,13,North Beach LOW,13,0,0,60,0,0,0,0,0,29.5,0,0.5,0,0,0,0,0,0,2,0,0,0,10,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0.5,0,1,0,0,0,0,0,0.32068776102495833,15
North Beach LOW 2013 5,2013,North Beach LOW 14,110,5,14,North Beach LOW,14,0,0,4,0,2,0,0,0,13,0,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,16,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,76,0,3,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0.5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3575265668826411,20
North Beach LOW 2013 6,2013,North Beach LOW 15,109,6,15,North Beach LOW,15,2,0,22,0,0,0,0,0,22.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5.5,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0.5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,43,0,0,0.5,0,0,0,0,0,0.34801650694473213,18
North Beach LOW 2013 7,2013,North Beach LOW 16,128,7,16,North Beach LOW,16,0.5,0,36,0,0,0,0,0,35.5,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.5,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,8,0,0,0,0,0,0,0,0.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0.5,0,0.32434343112534725,16
North Beach LOW 2013 8,2013,North Beach LOW 18,171,8,18,North Beach LOW,18,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,39,0,0,0,0,0,0,0,0,0.36846582342411655,12
North Beach LOW 2013 9,2013,North Beach LOW 19,137,9,19,North Beach LOW,19,0.5,0,13,0,0,0,0,0,23,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,3,0,95,0,0,0,0,0,0,0,0,0.3781139805082984,15
North Beach MID 2012 1,2012,North Beach MID 1,273,1,1,North Beach MID,1,0.5,0,25,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8,0,0,0,10,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.16368845772934285,15
North Beach MID 2012 10,2012,North Beach MID 24,278,10,24,North Beach MID,24,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0.5,0,0,0,85,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0.09286534711103354,10
North Beach MID 2012 2,2012,North Beach MID 9,200,2,9,North Beach MID,9,0.5,0,95,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.22357902612316433,12
North Beach MID 2012 3,2012,North Beach MID 11,278,3,11,North Beach MID,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,30,0,5,0,0,0,85,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22381419204166736,10
North Beach MID 2012 4,2012,North Beach MID 12,275,4,12,North Beach MID,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,20,1,0,0,0,0,86,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1428947722664219,10
North Beach MID 2012 5,2012,North Beach MID 13,278,5,13,North Beach MID,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,15,0,5,0,0,0,25,0,0,0,0,5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.2008957938517896,15
North Beach MID 2012 6,2012,North Beach MID 15,275,6,15,North Beach MID,15,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2.5,3,5,0,0,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,25,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0.5,0,0.1754834701358052,16
North Beach MID 2012 7,2012,North Beach MID 19,279,7,19,North Beach MID,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.5,1,0,0,0,30,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2717695068958801,15
North Beach MID 2012 8,2012,North Beach MID 20,279,8,20,North Beach MID,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,1,4,0,0,0,85,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,30,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.25393329273407467,15
North Beach MID 2012 9,2012,North Beach MID 21,285,9,21,North Beach MID,21,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,0,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.30079927042915017,10
North Beach MID 2013 1,2013,North Beach MID 1,273,1,1,North Beach MID,1,3,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,14,0,0,0,0,0,0,0.5,0,0,0,2,0,0,0,0,0,0.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,0,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3682636963026332,13
North Beach MID 2013 10,2013,North Beach MID 22,266,10,22,North Beach MID,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,3,0,0,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0.5,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300143323453234,13
North Beach MID 2013 2,2013,North Beach MID 2,209,2,2,North Beach MID,2,4,0,2,0,0,0,0,0,5.5,17,1,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2,0,0,0,16,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3760861353668175,20
North Beach MID 2013 3,2013,North Beach MID 6,216,3,6,North Beach MID,6,0,0,25,0,0,0,0,0,0.5,10,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,1,0,0,0,70,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,0,0.5,20,0,0,0,0,17,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0.3160659994230294,20
North Beach MID 2013 4,2013,North Beach MID 8,207,4,8,North Beach MID,8,1,0,15,0,0,0,0,0,7,0,2,0,0,0,0,14,0,0,0.5,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,10,0,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3196849872435685,20
North Beach MID 2013 5,2013,North Beach MID 9,200,5,9,North Beach MID,9,0.5,0,9,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.2562196250106566,12
North Beach MID 2013 6,2013,North Beach MID 12,275,6,12,North Beach MID,12,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0,28,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.35229268924197116,15
North Beach MID 2013 7,2013,North Beach MID 13,278,7,13,North Beach MID,13,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,8,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.19194821505514983,14
