UID,Year,Site,Zone,Quadrat,Meter.point,Acrosiphonia,Ahnfeltia.fastigiata,Alaria.marginata,Analipus.japonicus,Anemone,Antithamnion.defectum,Bangia.sp.,Barnacles,Blidingia,Bossiella.articulate,Bryozoan,Calliarthron.tuberculosum,Callithamnion.pikeanum,Callophyllis.sp.,Ceramium.codicola,Ceramium.pacificum,Chaetomorpha,Chamberlainium.tumidum,Chiharaea.rhododactyla,Chiharaea.silvae,Cladophora.columbiana,Cladophora.sericea,Codium.fragile,Codium.setchellii,Collinsiella.tuberculata,Colpomenia.peregrina,Corallina,coralline.crust,Costaria.costata,Cryptosiphonia.woodii,Cumathamnion.decipiens,Dactylosiphon.bullosus,Desmarestia.aculeata,Desmarestia.ligulata,Devaleraea.mollis,Dilsea.californica,Ectocarpus.commensalis,Egregia.menziesii,Elachista.fucicola,Endocladia.muricata,Erythrotrichia.carnea,Farlowia.mollis,Fucus.distichus,Gloiopeltis.furcata,Halosaccion.glandiforme,Hedophyllum.nigripes,Hedophyllum.sessile,Herposiphonia.plumula,Hildenbrandia,Hydroid,Hymenena.spp.,Johansenia.macmillanii,Laminaria.setchellii,Laminaria.yezoensis,Leathesia.marina,Lithothamnion.glaciale,Lithothamnion.phymatodeum,Lomentaria.hakodatensis,Mastocarpus,Mazzaella.oregona,Mazzaella.parksii,Mazzaella.parvula,Mazzaella.splendens,Melanosiphon.intestinalis,Melobesia.mediocris,Mesophyllum.vancouveriense,Microcladia.borealis,Monostroma,Mytilus.sp.,Nemalion.helminthoides,Neogastroclonium.subarticulatum,Neopolyporolithon.reclinatum,Neoporphyra.perforata,Neopyropia.fucicola,Neorhodomela.aculeata,Neorhodomela.larix,Neorhodomela.oregona,Nereocystis.luetkeana,Odonthalia.floccosa,Odonthalia.floccosa.f..comosa,Opuntiella.californica,Osmundea.spectabilis,Palmaria.hecatensis,Petrocelis,Peyssonnelia.sp.,Phyllospadix.spp.,Plocamium.pacificum,Plocamium.violaceum,Pododesmus.sp.,Pollicipes.polymerus,Polyneura.latissima,Polysiphonia,Prionitis,Pterocladiella.caloglossoides,Pterygophora.californica,Ptilota.filicina,Pylaiella.littoralis,Pyropia/Neoporphyra/Porphyrella,Ralfsioid,Rhizoclonium.tortuosum,Rhodochorton.purpureum,Salishia.firma,Savoiea.robusta,Schizymenia.pacifica,Scytosiphon.dotyi,Scytosiphon.lomentaria,Smithora.naiadum,Soranthera.ulvoidea,Sphacelaria.rigidula,Symphyocladiella.dendroidea,Tokidadendron.bullatum,Tube.worm,Tube.worms,Tunicata/Porifera,Ulva,Wildemania,Date,Sampler,Recorder,Bedrock,Boulder,Cobble,Sand.Gravel.Pebble,Water,SiteHeightYear,SUBSTRATE.ROCK,SUBSTRATE.SAND,WATER,Pebble,SAND.SCOUR,SUBSTRATE.Clam.shell,Shore_height_cm,Lat,Long
North Beach LOW 2016 6,2016,North Beach,LOW,6,11,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.5,0,0,0,22,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-05,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,NA,NA,NA,NA,150,51.6654859743983,-128.135297800476
North Beach LOW 2016 7,2016,North Beach,LOW,7,12,0,0,0,0,0,0,0,0,0,17,0,0,6,0,0,0,0,6,0,0,0,0,1,0,0,0,14,0.5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.5,0,0.5,0,17,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2016-06-05,SS,KGJ,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,NA,NA,NA,NA,151,51.6654949662618,-128.135297821598
North Beach LOW 2016 8,2016,North Beach,LOW,8,15,0,0,64,0,0,0,0,0,0,10.5,0,0,4,0,0,0,0,0,0,0,0,0,0,0.5,0,0,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-05,SS,KGJ,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,NA,NA,NA,NA,109,51.6655219418736,-128.135297887854
North Beach LOW 2016 9,2016,North Beach,LOW,9,17,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,53,0,0,0,0,0,0,0,0,0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-05,SS,KGJ,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,NA,NA,NA,NA,148,51.6655399166313,-128.13529793316
North Beach LOW 2017 10,2017,North Beach,LOW,10,23,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,14,0,0,0,0,0,0,0,0,4,0,0,1.5,0,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,1.5,0,0,0,0,0,6,0,0,0,0.5,3,0,0,0,0,0,0,6,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2017-05-25,KD,SS,100,NA,NA,NA,NA,North Beach LOW 2017,NA,NA,NA,NA,NA,NA,157,51.6655903700166,-128.135298057076
North Beach LOW 2017 2,2017,North Beach,LOW,2,3,0,0.5,0.5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,1,3,0,0,4,4,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,1,0,0,0.5,0,2017-05-25,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2017,NA,NA,2,NA,NA,NA,97,51.6654140484163,-128.135297622656
North Beach LOW 2017 3,2017,North Beach,LOW,3,4,0,0,4,0,0,0,0,0,0,14,0,0,0.5,0,0,0,0,0,0.5,1,0,0,0,0,0,0,42,7,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,84,0,2.5,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-25,SS,KD,100,NA,NA,NA,NA,North Beach LOW 2017,NA,NA,NA,NA,NA,NA,106,51.6654230402906,-128.135297645224
North Beach LOW 2017 4,2017,North Beach,LOW,4,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,1.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-25,SS,KD,100,NA,NA,NA,NA,North Beach LOW 2017,NA,NA,4,NA,NA,NA,100,51.665441015038,-128.135297689084
North Beach LOW 2017 5,2017,North Beach,LOW,5,7,0,0,0,0,0,0,0,0,0,21,0,0,0.5,0,0,0,0,0,0,6,0,0,0,1,0,0,4,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,80,0,3,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,42,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0.5,0,0,0,0,2017-05-25,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2017,NA,NA,8,NA,NA,NA,96,51.6654500069122,-128.135297711652
North Beach LOW 2017 6,2017,North Beach,LOW,6,9,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-25,KJ,LL,100,NA,NA,NA,NA,North Beach LOW 2017,NA,NA,NA,NA,NA,NA,114,51.66546799065,-128.13529775534101
North Beach LOW 2017 7,2017,North Beach,LOW,7,10,0,0,1,0,0,0,0,0,0,9.5,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,19,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-25,SS,KD,100,NA,NA,NA,NA,North Beach LOW 2017,NA,NA,1,NA,NA,NA,132,51.6654769825242,-128.135297777908
North Beach LOW 2017 8,2017,North Beach,LOW,8,12,6,0,6,0,0,0,0,0.5,0,11,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0.5,0,0.5,0,4,0,0,0,0,0,0,0,5,0,0,0.5,0,0.5,0,5,0,7,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,0,0,0,2,0,0,0,0,0,2017-05-25,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2017,NA,NA,NA,NA,NA,NA,151,51.6654949662618,-128.135297821598
North Beach LOW 2017 9,2017,North Beach,LOW,9,18,0.5,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,24,0,0,0,0,0,1,0,0,0,1.5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,2017-05-25,KJ,LL,100,NA,NA,NA,NA,North Beach LOW 2017,NA,NA,NA,NA,NA,NA,171,51.6655489085054,-128.135297955727
North Beach LOW 2018 1,2018,North Beach,LOW,1,2,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,31,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,96,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-14,LL,TF,100,NA,NA,NA,NA,North Beach LOW 2018,NA,NA,NA,NA,NA,NA,122,51.6654050565421,-128.135297600088
North Beach LOW 2018 10,2018,North Beach,LOW,10,23,0.5,0,42,0,0,0,0,0,0,11,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.5,3,2018-06-14,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2018,NA,NA,NA,NA,NA,NA,157,51.6655903700166,-128.135298057076
North Beach LOW 2018 2,2018,North Beach,LOW,2,3,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,3.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,98,0,8,0,0,0.5,0,0,0,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,2018-06-14,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2018,NA,NA,NA,NA,NA,NA,97,51.6654140484163,-128.135297622656
North Beach LOW 2018 3,2018,North Beach,LOW,3,4,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,10.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,90,0,7,0,0,0,0,0,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2018-06-14,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2018,NA,NA,1,NA,NA,NA,106,51.6654230402906,-128.135297645224
North Beach LOW 2018 4,2018,North Beach,LOW,4,6,0,0,0,0,0,0,0,0,0,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-14,SMS,LJMC,100,NA,NA,NA,NA,North Beach LOW 2018,NA,NA,NA,NA,NA,NA,100,51.665441015038,-128.135297689084
North Beach LOW 2018 5,2018,North Beach,LOW,5,7,0,0,12,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,78,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2018-06-14,PTM,PTM,100,NA,NA,NA,NA,North Beach LOW 2018,NA,2,22,NA,NA,NA,96,51.6654500069122,-128.135297711652
North Beach LOW 2018 6,2018,North Beach,LOW,6,9,0,0,38,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,100,0,8,0,0,0,0,0,0,0,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-14,SMS,LJMC,100,NA,NA,NA,NA,North Beach LOW 2018,NA,NA,NA,NA,NA,NA,114,51.66546799065,-128.13529775534101
North Beach LOW 2018 7,2018,North Beach,LOW,7,17,0.5,0,90,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,85,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2018-06-14,LL,TF,100,NA,NA,NA,NA,North Beach LOW 2018,NA,NA,4,NA,NA,NA,148,51.6655399166313,-128.13529793316
North Beach LOW 2018 8,2018,North Beach,LOW,8,18,1,0,40,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.5,0,0,0,66,0,0,0,0,0,0,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0.5,1,2018-06-14,LL,TF,100,NA,NA,NA,NA,North Beach LOW 2018,NA,NA,NA,NA,NA,NA,171,51.6655489085054,-128.135297955727
North Beach LOW 2018 9,2018,North Beach,LOW,9,21,0,0,100,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,26,0,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2018-06-14,SMS,LJMC,100,NA,NA,NA,NA,North Beach LOW 2018,NA,NA,NA,NA,NA,NA,130,51.6655758841169,-128.135298021984
North Beach LOW 2019 1,2019,North Beach,LOW,1,2,0,0,0.5,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,6,0,0,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,2019-06-02,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2019,NA,NA,3,NA,NA,NA,122,51.6654050565421,-128.135297600088
North Beach LOW 2019 10,2019,North Beach,LOW,10,21,0,0,100,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-02,SRH,KD,100,NA,NA,NA,NA,North Beach LOW 2019,NA,NA,NA,NA,NA,NA,130,51.6655758841169,-128.135298021984
North Beach LOW 2019 2,2019,North Beach,LOW,2,3,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.5,0,100,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2019-06-02,SRH,KD,100,NA,NA,NA,NA,North Beach LOW 2019,NA,NA,NA,NA,NA,NA,97,51.6654140484163,-128.135297622656
North Beach LOW 2019 3,2019,North Beach,LOW,3,4,0,0,2,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,100,0,1.5,0,0,0,2,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,2019-06-02,SS,SS,100,NA,NA,NA,NA,North Beach LOW 2019,NA,NA,1,NA,NA,NA,106,51.6654230402906,-128.135297645224
North Beach LOW 2019 4,2019,North Beach,LOW,4,5,0,0,0.5,0,0,0,0,0,0,8.5,0,0,0.5,0,0,0,0,0,0,3,0,0,0,1,0,0,12,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2019-06-02,PTM,LL,100,NA,NA,NA,NA,North Beach LOW 2019,NA,NA,NA,NA,NA,NA,95,51.6654320321542,-128.135297666345
North Beach LOW 2019 5,2019,North Beach,LOW,5,8,0,0,0,0,0,0,0,0,0,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,94,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0.5,0,2019-06-02,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2019,NA,NA,27,NA,NA,NA,96,51.6654589987864,-128.135297734219
North Beach LOW 2019 6,2019,North Beach,LOW,6,10,0,0,100,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,100,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-02,PTM,LL,100,NA,NA,NA,NA,North Beach LOW 2019,NA,NA,NA,NA,NA,NA,132,51.6654769825242,-128.135297777908
North Beach LOW 2019 7,2019,North Beach,LOW,7,11,0,0,97,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,56,0,9,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-02,SS,SS,100,NA,NA,NA,NA,North Beach LOW 2019,NA,NA,NA,NA,NA,NA,150,51.6654859743983,-128.135297800476
North Beach LOW 2019 8,2019,North Beach,LOW,8,15,0,0,100,0,0,0,0,0,0,10,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-02,SRH,KD,100,NA,NA,NA,NA,North Beach LOW 2019,NA,NA,NA,NA,NA,NA,109,51.6655219418736,-128.135297887854
North Beach LOW 2019 9,2019,North Beach,LOW,9,19,0.5,0,58,0,0,0,0,0,0,13,5,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,58,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,2019-06-02,SS,SS,100,NA,NA,NA,NA,North Beach LOW 2019,NA,NA,2,NA,NA,NA,137,51.6655579003688,-128.135297976849
North Beach MID 2012 1,2012,North Beach,MID,1,1,0.5,0,25,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2012-07-04,LA,JJ,0,NA,NA,NA,0,North Beach MID 2012,NA,NA,NA,NA,NA,NA,273,51.6653918625895,-128.135238554923
North Beach MID 2012 10,2012,North Beach,MID,10,24,0.5,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0.5,0,0,0,85,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,5,2012-07-04,SCL,SCL,100,NA,NA,NA,1,North Beach MID 2012,NA,NA,NA,NA,NA,NA,278,51.6656022626013,-128.135225533574
North Beach MID 2012 2,2012,North Beach,MID,2,9,0.5,0,95,0,0,0,0,4,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2012-07-04,JJ,LA,0,NA,NA,NA,0,North Beach MID 2012,NA,NA,NA,NA,NA,NA,200,51.6654637365279,-128.135234106641
