"LA BAIE DEPARTURE (LA STATION BIOLOGIQUE DU PACIFIQUE):
TOUS LES JOURS LA TEMPÉRATURE ET SALINITÉ DE SURFACE DE LA MER",,,,
7/10/1994,24.8,17,49.2103,-123.9554
7/11/1994,24.7,18.2,49.2103,-123.9554
7/12/1994,25.5,17.6,49.2103,-123.9554
7/13/1994,25.5,16.8,49.2103,-123.9554
7/14/1994,24.1,18.6,49.2103,-123.9554
7/15/1994,24.5,18.5,49.2103,-123.9554
7/16/1994,24.4,19,49.2103,-123.9554
7/17/1994,24.5,19.2,49.2103,-123.9554
7/18/1994,25.2,19.3,49.2103,-123.9554
7/19/1994,24.2,19.8,49.2103,-123.9554
7/20/1994,23.6,20.8,49.2103,-123.9554
7/21/1994,22.6,22.2,49.2103,-123.9554
7/22/1994,23.5,21.3,49.2103,-123.9554
7/23/1994,23.3,22.3,49.2103,-123.9554
7/24/1994,24.6,19.5,49.2103,-123.9554
7/25/1994,25.2,20,49.2103,-123.9554
7/26/1994,26.8,16.2,49.2103,-123.9554
7/27/1994,26.8,16.8,49.2103,-123.9554
7/28/1994,27.1,17.8,49.2103,-123.9554
7/29/1994,27.7,16.8,49.2103,-123.9554
7/30/1994,25.2,16.6,49.2103,-123.9554
7/31/1994,99.9,19,49.2103,-123.9554
8/1/1994,21.9,20.1,49.2103,-123.9554
8/2/1994,24.1,19.7,49.2103,-123.9554
8/3/1994,23.4,19.7,49.2103,-123.9554
8/4/1994,25.4,18.7,49.2103,-123.9554
8/5/1994,26.3,17.3,49.2103,-123.9554
8/6/1994,18.6,20,49.2103,-123.9554
8/7/1994,19.1,18.8,49.2103,-123.9554
8/8/1994,20.9,17.9,49.2103,-123.9554
8/9/1994,23.3,17.9,49.2103,-123.9554
8/10/1994,24.9,17.3,49.2103,-123.9554
8/11/1994,21.9,18.2,49.2103,-123.9554
8/12/1994,22,19.4,49.2103,-123.9554
8/13/1994,24.7,18.6,49.2103,-123.9554
8/14/1994,26.2,17,49.2103,-123.9554
8/15/1994,25.3,19.6,49.2103,-123.9554
8/16/1994,26.3,19.2,49.2103,-123.9554
8/17/1994,23.2,19.2,49.2103,-123.9554
8/18/1994,21.4,20.4,49.2103,-123.9554
8/19/1994,24.4,19.8,49.2103,-123.9554
8/20/1994,26.2,16.3,49.2103,-123.9554
8/21/1994,27.1,15.5,49.2103,-123.9554
8/22/1994,26.7,15.3,49.2103,-123.9554
8/23/1994,27.8,14.6,49.2103,-123.9554
8/24/1994,25.2,17.6,49.2103,-123.9554
8/25/1994,24.3,17.9,49.2103,-123.9554
8/26/1994,23.8,18.7,49.2103,-123.9554
8/27/1994,24.3,19.5,49.2103,-123.9554
8/28/1994,24.5,19,49.2103,-123.9554
8/29/1994,25.7,18.2,49.2103,-123.9554
8/30/1994,25.8,19.2,49.2103,-123.9554
8/31/1994,25.9,18.7,49.2103,-123.9554
9/1/1994,25.2,19.3,49.2103,-123.9554
9/2/1994,25.9,18.3,49.2103,-123.9554
9/3/1994,99.9,99.9,49.2103,-123.9554
9/4/1994,27.8,15,49.2103,-123.9554
9/5/1994,27.8,15.5,49.2103,-123.9554
9/6/1994,26.6,16.7,49.2103,-123.9554
9/7/1994,27.7,15.4,49.2103,-123.9554
9/8/1994,27.5,14.7,49.2103,-123.9554
9/9/1994,28.5,13.4,49.2103,-123.9554
9/10/1994,28.8,12.2,49.2103,-123.9554
9/11/1994,28.9,12.7,49.2103,-123.9554
9/12/1994,25.5,15.9,49.2103,-123.9554
9/13/1994,24.2,15.9,49.2103,-123.9554
9/14/1994,25.9,15.4,49.2103,-123.9554
9/15/1994,28.4,14.3,49.2103,-123.9554
9/16/1994,28.5,13.7,49.2103,-123.9554
9/17/1994,27.4,15.7,49.2103,-123.9554
9/18/1994,27.3,15.2,49.2103,-123.9554
9/19/1994,25.8,17.1,49.2103,-123.9554
9/20/1994,25.8,16.2,49.2103,-123.9554
9/21/1994,26,16.7,49.2103,-123.9554
9/22/1994,25.9,16.4,49.2103,-123.9554
9/23/1994,99.9,99.9,49.2103,-123.9554
9/24/1994,26.4,15.6,49.2103,-123.9554
9/25/1994,26.4,15.6,49.2103,-123.9554
9/26/1994,27,16.3,49.2103,-123.9554
9/27/1994,27.1,16.5,49.2103,-123.9554
9/28/1994,27.1,16.3,49.2103,-123.9554
9/29/1994,27.4,16.6,49.2103,-123.9554
9/30/1994,27.5,16.3,49.2103,-123.9554
10/1/1994,99.9,99.9,49.2103,-123.9554
10/2/1994,28.5,13.5,49.2103,-123.9554
10/3/1994,28.2,13.6,49.2103,-123.9554
10/4/1994,27.9,14.2,49.2103,-123.9554
10/5/1994,28.1,14.2,49.2103,-123.9554
10/6/1994,27.9,13.5,49.2103,-123.9554
10/7/1994,28.1,13,49.2103,-123.9554
10/8/1994,99.9,99.9,49.2103,-123.9554
10/9/1994,28.2,13.5,49.2103,-123.9554
10/10/1994,28.1,13.2,49.2103,-123.9554
10/11/1994,28.2,13.3,49.2103,-123.9554
10/12/1994,28.3,13.3,49.2103,-123.9554
10/13/1994,28.3,12.7,49.2103,-123.9554
10/14/1994,29,11.6,49.2103,-123.9554
10/15/1994,29,99.9,49.2103,-123.9554
10/16/1994,28.7,12.6,49.2103,-123.9554
10/17/1994,28.4,12.2,49.2103,-123.9554
10/18/1994,28.7,11.6,49.2103,-123.9554
10/19/1994,28.9,11.3,49.2103,-123.9554
10/20/1994,99.9,99.9,49.2103,-123.9554
10/21/1994,29.1,11,49.2103,-123.9554
10/22/1994,99.9,99.9,49.2103,-123.9554
10/23/1994,29,11,49.2103,-123.9554
10/24/1994,28.7,10.2,49.2103,-123.9554
10/25/1994,29.3,10.1,49.2103,-123.9554
10/26/1994,28.9,10,49.2103,-123.9554
10/27/1994,29.3,10.2,49.2103,-123.9554
10/28/1994,29,10.7,49.2103,-123.9554
10/29/1994,28.4,10,49.2103,-123.9554
10/30/1994,28.4,10.2,49.2103,-123.9554
10/31/1994,28.5,10.1,49.2103,-123.9554
11/1/1994,28.5,9.7,49.2103,-123.9554
11/2/1994,27.9,9.8,49.2103,-123.9554
11/3/1994,27.1,8.8,49.2103,-123.9554
11/4/1994,27.6,9.2,49.2103,-123.9554
11/5/1994,27.8,9.2,49.2103,-123.9554
11/6/1994,99.9,99.9,49.2103,-123.9554
11/7/1994,28.8,9.1,49.2103,-123.9554
11/8/1994,28.2,8.8,49.2103,-123.9554
11/9/1994,28,9.2,49.2103,-123.9554
11/10/1994,28.3,9.3,49.2103,-123.9554
11/11/1994,26.3,8.2,49.2103,-123.9554
11/12/1994,28.1,8,49.2103,-123.9554
11/13/1994,27.4,8.2,49.2103,-123.9554
11/14/1994,27.4,8.8,49.2103,-123.9554
11/15/1994,28.9,9,49.2103,-123.9554
11/16/1994,28.4,9.2,49.2103,-123.9554
11/17/1994,28,8.4,49.2103,-123.9554
11/18/1994,27.5,8.3,49.2103,-123.9554
11/19/1994,28.1,8,49.2103,-123.9554
11/20/1994,28.5,8.2,49.2103,-123.9554
11/21/1994,29,8.3,49.2103,-123.9554
11/22/1994,26.2,7.7,49.2103,-123.9554
11/23/1994,27.5,7.3,49.2103,-123.9554
11/24/1994,27.8,8.1,49.2103,-123.9554
11/25/1994,28.1,8,49.2103,-123.9554
11/26/1994,27.9,8.2,49.2103,-123.9554
11/27/1994,28.1,7.2,49.2103,-123.9554
11/28/1994,27.7,7.6,49.2103,-123.9554
11/29/1994,27.2,7.5,49.2103,-123.9554
11/30/1994,26.7,8.1,49.2103,-123.9554
12/1/1994,24.3,7.2,49.2103,-123.9554
12/2/1994,26.2,6.7,49.2103,-123.9554
12/3/1994,29,7.3,49.2103,-123.9554
12/4/1994,10.7,99.9,49.2103,-123.9554
12/5/1994,28.1,4.7,49.2103,-123.9554
12/6/1994,27.8,6.3,49.2103,-123.9554
12/7/1994,29.1,7.4,49.2103,-123.9554
12/8/1994,27.9,6.8,49.2103,-123.9554
12/9/1994,28.8,7.3,49.2103,-123.9554
12/10/1994,28.8,6.8,49.2103,-123.9554
12/11/1994,28.5,7.5,49.2103,-123.9554
12/12/1994,28.7,7.3,49.2103,-123.9554
12/13/1994,28,7.4,49.2103,-123.9554
12/14/1994,29.8,6.2,49.2103,-123.9554
12/15/1994,28.4,6.8,49.2103,-123.9554
12/16/1994,28,6.9,49.2103,-123.9554
12/17/1994,19.3,7.5,49.2103,-123.9554
12/18/1994,20.6,7.6,49.2103,-123.9554
12/19/1994,20.9,7.7,49.2103,-123.9554
12/20/1994,13.9,7.6,49.2103,-123.9554
12/21/1994,20.2,6.7,49.2103,-123.9554
12/22/1994,21.1,7.3,49.2103,-123.9554
12/23/1994,27,7.6,49.2103,-123.9554
12/24/1994,26.4,7.6,49.2103,-123.9554
12/25/1994,13.9,7.1,49.2103,-123.9554
12/26/1994,28.5,7.8,49.2103,-123.9554
12/27/1994,27,7.4,49.2103,-123.9554
12/28/1994,26.3,7.3,49.2103,-123.9554
12/29/1994,27.4,7,49.2103,-123.9554
12/30/1994,25.4,6,49.2103,-123.9554
12/31/1994,26,4.8,49.2103,-123.9554
1/1/1995,26.1,6.1,49.2103,-123.9554
1/2/1995,26.7,5.7,49.2103,-123.9554
1/3/1995,27.3,6.5,49.2103,-123.9554
1/4/1995,27.1,5.4,49.2103,-123.9554
1/5/1995,28.4,5.3,49.2103,-123.9554
1/6/1995,28.1,5.7,49.2103,-123.9554
1/7/1995,30.5,5.8,49.2103,-123.9554
1/8/1995,23.2,5.9,49.2103,-123.9554
1/9/1995,27,6.6,49.2103,-123.9554
1/10/1995,26.6,6.9,49.2103,-123.9554
1/11/1995,24.5,7.4,49.2103,-123.9554
1/12/1995,20.7,7.4,49.2103,-123.9554
1/13/1995,22.2,7.3,49.2103,-123.9554
1/14/1995,22.2,7.4,49.2103,-123.9554
1/15/1995,25.2,7.3,49.2103,-123.9554
1/16/1995,26.3,7.2,49.2103,-123.9554
1/17/1995,25,5.3,49.2103,-123.9554
1/18/1995,22.9,6.7,49.2103,-123.9554
1/19/1995,23.5,6.7,49.2103,-123.9554
1/20/1995,29.6,6.2,49.2103,-123.9554
1/21/1995,21,6.5,49.2103,-123.9554
1/22/1995,12.6,6.3,49.2103,-123.9554
1/23/1995,27.1,5.7,49.2103,-123.9554
1/24/1995,27,4.5,49.2103,-123.9554
1/25/1995,27.6,5.7,49.2103,-123.9554
1/26/1995,26.6,6.5,49.2103,-123.9554
1/27/1995,27.2,6.8,49.2103,-123.9554
1/28/1995,21.7,6.5,49.2103,-123.9554
1/29/1995,25.2,7.2,49.2103,-123.9554
1/30/1995,22.2,6.9,49.2103,-123.9554
1/31/1995,19.6,99.9,49.2103,-123.9554
2/1/1995,22.1,6.7,49.2103,-123.9554
2/2/1995,28,6.3,49.2103,-123.9554
2/3/1995,21.1,6.9,49.2103,-123.9554
2/4/1995,17.7,7.2,49.2103,-123.9554
2/5/1995,17.1,7.3,49.2103,-123.9554
2/6/1995,28.8,7.8,49.2103,-123.9554
2/7/1995,27.3,7.7,49.2103,-123.9554
2/8/1995,25.2,6.2,49.2103,-123.9554
2/9/1995,25.6,6.8,49.2103,-123.9554
2/10/1995,27.3,7.3,49.2103,-123.9554
2/11/1995,27.1,7.2,49.2103,-123.9554
2/12/1995,27.6,6.8,49.2103,-123.9554
2/13/1995,23.8,5.4,49.2103,-123.9554
2/14/1995,26.5,5.2,49.2103,-123.9554
2/15/1995,27.4,5.7,49.2103,-123.9554
2/16/1995,29.1,7,49.2103,-123.9554
2/17/1995,28.4,7.2,49.2103,-123.9554
2/18/1995,27.4,7.4,49.2103,-123.9554
2/19/1995,28.2,7.1,49.2103,-123.9554
2/20/1995,16.9,7.9,49.2103,-123.9554
2/21/1995,23.8,6.7,49.2103,-123.9554
2/22/1995,24,6.8,49.2103,-123.9554
2/23/1995,25.1,6.4,49.2103,-123.9554
2/24/1995,26.9,7.3,49.2103,-123.9554
2/25/1995,26.8,7.4,49.2103,-123.9554
2/26/1995,28.1,7,49.2103,-123.9554
2/27/1995,26.8,7.5,49.2103,-123.9554
2/28/1995,27.5,8,49.2103,-123.9554
3/1/1995,26.6,7.5,49.2103,-123.9554
3/2/1995,26.7,7.7,49.2103,-123.9554
3/3/1995,26.7,6.6,49.2103,-123.9554
3/4/1995,23.8,7.2,49.2103,-123.9554
3/5/1995,26.8,7.3,49.2103,-123.9554
3/6/1995,26.9,6.8,49.2103,-123.9554
3/7/1995,27.6,7,49.2103,-123.9554
3/8/1995,26.7,6.3,49.2103,-123.9554
3/9/1995,22.2,7.2,49.2103,-123.9554
3/10/1995,24.3,7.7,49.2103,-123.9554
3/11/1995,16.4,7.6,49.2103,-123.9554
3/12/1995,17.4,7.7,49.2103,-123.9554
3/13/1995,24.7,7.9,49.2103,-123.9554
3/14/1995,22.8,8.6,49.2103,-123.9554
3/15/1995,22,9.2,49.2103,-123.9554
3/16/1995,24.3,9.2,49.2103,-123.9554
3/17/1995,25.7,9.2,49.2103,-123.9554
3/18/1995,24.1,9.3,49.2103,-123.9554
3/19/1995,23.5,8.6,49.2103,-123.9554
3/20/1995,23.2,7.9,49.2103,-123.9554
3/21/1995,23.6,7.8,49.2103,-123.9554
3/22/1995,24,6.8,49.2103,-123.9554
3/23/1995,28.1,7.8,49.2103,-123.9554
3/24/1995,27,7.8,49.2103,-123.9554
3/25/1995,20.6,7.4,49.2103,-123.9554
3/26/1995,26.9,7.9,49.2103,-123.9554
3/27/1995,99.9,99.9,49.2103,-123.9554
3/28/1995,26.6,10.6,49.2103,-123.9554
3/29/1995,26.2,11,49.2103,-123.9554
3/30/1995,25.6,11.2,49.2103,-123.9554
3/31/1995,26.4,9.8,49.2103,-123.9554
4/1/1995,26.4,8.1,49.2103,-123.9554
4/2/1995,26.5,8,49.2103,-123.9554
4/3/1995,26.9,8.6,49.2103,-123.9554
4/4/1995,27.1,9.3,49.2103,-123.9554
4/5/1995,27.4,8.7,49.2103,-123.9554
4/6/1995,26.9,8.2,49.2103,-123.9554
4/7/1995,26.5,8.8,49.2103,-123.9554
4/8/1995,24.5,8.5,49.2103,-123.9554
4/9/1995,20.7,8.4,49.2103,-123.9554
4/10/1995,27.1,8.3,49.2103,-123.9554
4/11/1995,27.2,9.3,49.2103,-123.9554
4/12/1995,26.6,8.6,49.2103,-123.9554
4/13/1995,24.3,9.4,49.2103,-123.9554
4/14/1995,23.3,9.9,49.2103,-123.9554
4/15/1995,24.4,10.5,49.2103,-123.9554
4/16/1995,25,10.2,49.2103,-123.9554
4/17/1995,24.7,9,49.2103,-123.9554
4/18/1995,26.6,8.4,49.2103,-123.9554
4/19/1995,27.2,8.6,49.2103,-123.9554
4/20/1995,26.5,8.8,49.2103,-123.9554
4/21/1995,27.2,9.3,49.2103,-123.9554
4/22/1995,26.7,9.4,49.2103,-123.9554
4/23/1995,27.2,10.3,49.2103,-123.9554
4/24/1995,27.1,11.7,49.2103,-123.9554
4/25/1995,26.7,13,49.2103,-123.9554
4/26/1995,26.6,12.4,49.2103,-123.9554
4/27/1995,26.9,11.8,49.2103,-123.9554
4/28/1995,26.9,13.1,49.2103,-123.9554
4/29/1995,24.6,12.3,49.2103,-123.9554
4/30/1995,26.8,11.5,49.2103,-123.9554
5/1/1995,27.3,10.9,49.2103,-123.9554
5/2/1995,27.3,11,49.2103,-123.9554
5/3/1995,27.3,11,49.2103,-123.9554
5/4/1995,27.4,11,49.2103,-123.9554
5/5/1995,27.3,12.5,49.2103,-123.9554
5/6/1995,27.2,12.6,49.2103,-123.9554
5/7/1995,26,10.7,49.2103,-123.9554
5/8/1995,27.8,14.7,49.2103,-123.9554
5/9/1995,26.6,14.4,49.2103,-123.9554
5/10/1995,26.8,13.2,49.2103,-123.9554
5/11/1995,27.4,12,49.2103,-123.9554
5/12/1995,28,11.7,49.2103,-123.9554
5/13/1995,27.7,11.5,49.2103,-123.9554
5/14/1995,24.2,12.1,49.2103,-123.9554
5/15/1995,24.4,13.8,49.2103,-123.9554
5/16/1995,25.1,13.8,49.2103,-123.9554
5/17/1995,26.2,13.2,49.2103,-123.9554
5/18/1995,26.8,12.9,49.2103,-123.9554
5/19/1995,27.3,13.2,49.2103,-123.9554
5/20/1995,27.4,13.2,49.2103,-123.9554
5/21/1995,27.7,13.4,49.2103,-123.9554
5/22/1995,27.4,14.3,49.2103,-123.9554
5/23/1995,27.7,15,49.2103,-123.9554
5/24/1995,27.4,14.2,49.2103,-123.9554
5/25/1995,27.6,15.4,49.2103,-123.9554
5/26/1995,27.4,16.8,49.2103,-123.9554
5/27/1995,27.7,14,49.2103,-123.9554
5/28/1995,27.6,15,49.2103,-123.9554
5/29/1995,27.7,15.7,49.2103,-123.9554
5/30/1995,25.6,18.3,49.2103,-123.9554
5/31/1995,26.1,15.8,49.2103,-123.9554
6/1/1995,27.1,16.1,49.2103,-123.9554
6/2/1995,26.9,16,49.2103,-123.9554
6/3/1995,25.4,16.1,49.2103,-123.9554
6/4/1995,27.2,16.5,49.2103,-123.9554
6/5/1995,28,14.8,49.2103,-123.9554
6/6/1995,25.4,15.1,49.2103,-123.9554
6/7/1995,26.1,15.7,49.2103,-123.9554
6/8/1995,25.5,16.6,49.2103,-123.9554
6/9/1995,26,17.1,49.2103,-123.9554
6/10/1995,27.1,16.5,49.2103,-123.9554
6/11/1995,27.2,15.3,49.2103,-123.9554
6/12/1995,27.4,13.2,49.2103,-123.9554
6/13/1995,27.5,12.9,49.2103,-123.9554
6/14/1995,27.6,11,49.2103,-123.9554
6/15/1995,25.8,13.7,49.2103,-123.9554
6/16/1995,22.2,14.7,49.2103,-123.9554
6/17/1995,22.5,15,49.2103,-123.9554
6/18/1995,15.8,13,49.2103,-123.9554
6/19/1995,24.1,15.9,49.2103,-123.9554
6/20/1995,21.1,16,49.2103,-123.9554
6/21/1995,22,17,49.2103,-123.9554
6/22/1995,24.3,16.8,49.2103,-123.9554
6/23/1995,25.5,15.3,49.2103,-123.9554
6/24/1995,25,17.5,49.2103,-123.9554
6/25/1995,24.8,16.7,49.2103,-123.9554
6/26/1995,25,18.1,49.2103,-123.9554
6/27/1995,24.5,18.3,49.2103,-123.9554
6/28/1995,25,18,49.2103,-123.9554
6/29/1995,24.7,18.2,49.2103,-123.9554
6/30/1995,25.2,18.2,49.2103,-123.9554
7/1/1995,24.8,18.2,49.2103,-123.9554
7/2/1995,24.9,18.5,49.2103,-123.9554
7/3/1995,25.2,18.5,49.2103,-123.9554
7/4/1995,26.2,17.5,49.2103,-123.9554
7/5/1995,99.9,17.2,49.2103,-123.9554
7/6/1995,99.9,18.2,49.2103,-123.9554
7/7/1995,99.9,17.8,49.2103,-123.9554
7/8/1995,99.9,17.4,49.2103,-123.9554
7/9/1995,99.9,17.6,49.2103,-123.9554
7/10/1995,99.9,17.9,49.2103,-123.9554
7/11/1995,99.9,16.5,49.2103,-123.9554
7/12/1995,99.9,19,49.2103,-123.9554
7/13/1995,99.9,18.3,49.2103,-123.9554
7/14/1995,99.9,17.2,49.2103,-123.9554
7/15/1995,99.9,17.9,49.2103,-123.9554
7/16/1995,99.9,18,49.2103,-123.9554
7/17/1995,99.9,19,49.2103,-123.9554
7/18/1995,99.9,18,49.2103,-123.9554
7/19/1995,99.9,18.7,49.2103,-123.9554
7/20/1995,99.9,18.6,49.2103,-123.9554
7/21/1995,99.9,19,49.2103,-123.9554
7/22/1995,99.9,18.5,49.2103,-123.9554
7/23/1995,99.9,17.8,49.2103,-123.9554
7/24/1995,99.9,16,49.2103,-123.9554
7/25/1995,99.9,15.5,49.2103,-123.9554
7/26/1995,99.9,15.8,49.2103,-123.9554
7/27/1995,99.9,15.3,49.2103,-123.9554
7/28/1995,24.1,16.8,49.2103,-123.9554
7/29/1995,24,17.2,49.2103,-123.9554
7/30/1995,24.2,17.5,49.2103,-123.9554
7/31/1995,23,17.3,49.2103,-123.9554
8/1/1995,24.9,18,49.2103,-123.9554
8/2/1995,25,17.7,49.2103,-123.9554
8/3/1995,25.6,17.7,49.2103,-123.9554
8/4/1995,25.4,19,49.2103,-123.9554
8/5/1995,25.2,18.5,49.2103,-123.9554
8/6/1995,24.8,17.6,49.2103,-123.9554
8/7/1995,25.4,17.5,49.2103,-123.9554
8/8/1995,26.3,18.3,49.2103,-123.9554
8/9/1995,27,17.9,49.2103,-123.9554
8/10/1995,27.2,16.8,49.2103,-123.9554
8/11/1995,26.2,16.5,49.2103,-123.9554
8/12/1995,25.4,15.4,49.2103,-123.9554
8/13/1995,24.8,16.8,49.2103,-123.9554
8/14/1995,25.9,16,49.2103,-123.9554
8/15/1995,28.4,13.1,49.2103,-123.9554
8/16/1995,27.6,14.3,49.2103,-123.9554
8/17/1995,24.5,16.3,49.2103,-123.9554
8/18/1995,23.9,16.7,49.2103,-123.9554
8/19/1995,26.5,13.9,49.2103,-123.9554
8/20/1995,24.1,13.5,49.2103,-123.9554
8/21/1995,24.2,16.3,49.2103,-123.9554
8/22/1995,23.8,16,49.2103,-123.9554
8/23/1995,23.4,17.7,49.2103,-123.9554
8/24/1995,24,16.3,49.2103,-123.9554
8/25/1995,24.6,16,49.2103,-123.9554
8/26/1995,24.1,16.3,49.2103,-123.9554
8/27/1995,24.5,15.6,49.2103,-123.9554
8/28/1995,26,16.1,49.2103,-123.9554
8/29/1995,24.7,16.3,49.2103,-123.9554
8/30/1995,24.5,16,49.2103,-123.9554
8/31/1995,25.1,17,49.2103,-123.9554
9/1/1995,24,17.2,49.2103,-123.9554
9/2/1995,24,16.8,49.2103,-123.9554
9/3/1995,99.9,99.9,49.2103,-123.9554
9/4/1995,24.1,17,49.2103,-123.9554
9/5/1995,24.9,16.7,49.2103,-123.9554
9/6/1995,27.2,15.5,49.2103,-123.9554
9/7/1995,27.5,17.5,49.2103,-123.9554
9/8/1995,26.3,16.3,49.2103,-123.9554
9/9/1995,26.5,15.8,49.2103,-123.9554
9/10/1995,26.9,16.5,49.2103,-123.9554
9/11/1995,25.6,16.5,49.2103,-123.9554
9/12/1995,26.5,15,49.2103,-123.9554
9/13/1995,26,16.1,49.2103,-123.9554
9/14/1995,24.6,17.9,49.2103,-123.9554
9/15/1995,25.1,17.9,49.2103,-123.9554
9/16/1995,24.9,17.8,49.2103,-123.9554
9/17/1995,26,18.2,49.2103,-123.9554
9/18/1995,26.2,16.5,49.2103,-123.9554
9/19/1995,26.1,17.2,49.2103,-123.9554
9/20/1995,25.1,17.9,49.2103,-123.9554
9/21/1995,25.9,18.3,49.2103,-123.9554
9/22/1995,26.4,18.3,49.2103,-123.9554
9/23/1995,27,18.2,49.2103,-123.9554
9/24/1995,26.9,15.8,49.2103,-123.9554
9/25/1995,27.4,14.6,49.2103,-123.9554
9/26/1995,26.4,14,49.2103,-123.9554
9/27/1995,27.2,13.5,49.2103,-123.9554
9/28/1995,27.7,12,49.2103,-123.9554
9/29/1995,28.6,12.8,49.2103,-123.9554
9/30/1995,28.4,11.3,49.2103,-123.9554
10/1/1995,25.9,13.3,49.2103,-123.9554
10/2/1995,26.2,12.5,49.2103,-123.9554
10/3/1995,28.5,11.7,49.2103,-123.9554
10/4/1995,26.6,13.5,49.2103,-123.9554
10/5/1995,27.7,12.5,49.2103,-123.9554
10/6/1995,26.4,12.2,49.2103,-123.9554
10/7/1995,28.9,12,49.2103,-123.9554
10/8/1995,28.3,11,49.2103,-123.9554
10/9/1995,28.3,11,49.2103,-123.9554
10/10/1995,27.3,11.2,49.2103,-123.9554
10/11/1995,27.9,10.5,49.2103,-123.9554
10/12/1995,28,10.8,49.2103,-123.9554
10/13/1995,26.9,11.2,49.2103,-123.9554
10/14/1995,25.5,11.3,49.2103,-123.9554
10/15/1995,28,10.9,49.2103,-123.9554
10/16/1995,28.3,11,49.2103,-123.9554
10/17/1995,26.5,11,49.2103,-123.9554
10/18/1995,26.3,11.5,49.2103,-123.9554
10/19/1995,25.2,11,49.2103,-123.9554
10/20/1995,25.6,11.7,49.2103,-123.9554
10/21/1995,25.7,11.2,49.2103,-123.9554
10/22/1995,25.9,11,49.2103,-123.9554
10/23/1995,25.9,10.6,49.2103,-123.9554
10/24/1995,27,11.2,49.2103,-123.9554
10/25/1995,27.9,10.8,49.2103,-123.9554
10/26/1995,24.7,10.1,49.2103,-123.9554
10/27/1995,23.7,10.3,49.2103,-123.9554
10/28/1995,23.1,9.8,49.2103,-123.9554
10/29/1995,24.5,10,49.2103,-123.9554
10/30/1995,23.7,9.8,49.2103,-123.9554
10/31/1995,23.9,9.5,49.2103,-123.9554
11/1/1995,24.2,9.8,49.2103,-123.9554
11/2/1995,25.8,9.5,49.2103,-123.9554
11/3/1995,25.5,9.8,49.2103,-123.9554
11/4/1995,25.4,9.5,49.2103,-123.9554
11/5/1995,26.5,9.8,49.2103,-123.9554
11/6/1995,27.5,9.3,49.2103,-123.9554
11/7/1995,26.5,9.8,49.2103,-123.9554
11/8/1995,26,10,49.2103,-123.9554
11/9/1995,22.3,7.4,49.2103,-123.9554
11/10/1995,22.6,7.3,49.2103,-123.9554
11/11/1995,22,7.8,49.2103,-123.9554
11/12/1995,23.1,8.3,49.2103,-123.9554
11/13/1995,21.2,9,49.2103,-123.9554
11/14/1995,23.9,9.5,49.2103,-123.9554
11/15/1995,23.9,9.6,49.2103,-123.9554
11/16/1995,21.4,9,49.2103,-123.9554
11/17/1995,22.4,9.6,49.2103,-123.9554
11/18/1995,22.1,9.5,49.2103,-123.9554
11/19/1995,20.3,9.5,49.2103,-123.9554
11/20/1995,20.6,8.3,49.2103,-123.9554
11/21/1995,19.9,8.5,49.2103,-123.9554
11/22/1995,19,9.2,49.2103,-123.9554
11/23/1995,22.9,10,49.2103,-123.9554
11/24/1995,21,9.3,49.2103,-123.9554
11/25/1995,18.9,8.8,49.2103,-123.9554
11/26/1995,23.3,8.8,49.2103,-123.9554
11/27/1995,18.8,8,49.2103,-123.9554
11/28/1995,17.5,8.2,49.2103,-123.9554
11/29/1995,23.9,10,49.2103,-123.9554
11/30/1995,18.7,8.8,49.2103,-123.9554
12/1/1995,21.6,8,49.2103,-123.9554
12/2/1995,21.7,7.5,49.2103,-123.9554
12/3/1995,21.6,7.5,49.2103,-123.9554
12/4/1995,23.8,8,49.2103,-123.9554
12/5/1995,22.8,7.2,49.2103,-123.9554
12/6/1995,16.9,5,49.2103,-123.9554
12/7/1995,24.2,5.9,49.2103,-123.9554
12/8/1995,21.8,4.2,49.2103,-123.9554
12/9/1995,14.9,6.5,49.2103,-123.9554
12/10/1995,18.7,6,49.2103,-123.9554
12/11/1995,15.7,7.5,49.2103,-123.9554
12/12/1995,11.8,7.7,49.2103,-123.9554
12/13/1995,17.3,7.9,49.2103,-123.9554
12/14/1995,17.3,7.8,49.2103,-123.9554
12/15/1995,18.2,8.1,49.2103,-123.9554
12/16/1995,19.3,7.6,49.2103,-123.9554
12/17/1995,18.5,7.2,49.2103,-123.9554
12/18/1995,20,8.5,49.2103,-123.9554
12/19/1995,18.3,8,49.2103,-123.9554
12/20/1995,15.2,7.8,49.2103,-123.9554
12/21/1995,16.2,7.9,49.2103,-123.9554
12/22/1995,23.6,7.3,49.2103,-123.9554
12/23/1995,27.3,6.8,49.2103,-123.9554
12/24/1995,24.8,6.8,49.2103,-123.9554
12/25/1995,24.9,6.8,49.2103,-123.9554
12/26/1995,23.2,6.7,49.2103,-123.9554
12/27/1995,25.1,6.8,49.2103,-123.9554
12/28/1995,24.6,7.2,49.2103,-123.9554
12/29/1995,24.1,7.2,49.2103,-123.9554
12/30/1995,22.7,7.5,49.2103,-123.9554
12/31/1995,24.2,7.8,49.2103,-123.9554
1/1/1996,23.1,7.7,49.2103,-123.9554
1/2/1996,17.1,7.8,49.2103,-123.9554
1/3/1996,26.8,8,49.2103,-123.9554
1/4/1996,19.5,5.9,49.2103,-123.9554
1/5/1996,19,4.1,49.2103,-123.9554
