UID,Taxon,Abundance,taxon_revised,taxon_lumped,taxon_lumped2,taxon_lumped3,non.alga.flag,motile_sessile,Notes,kelp_fucoid_turf,littler_groups,new_cat,new_cat_simple1,new_cat_simple2,new_cat_simple3,funct_Sep2020,funct_2021,flag
North Beach HIGH 2012 3,Pyropia perforata,11,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2012 3,Ulva lactuca,2,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
North Beach HIGH 2012 4,Balanus glandula,33,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 4,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 4,Chthamalus dalli,20,Chthamalus dalli,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 4,Endocladia muricata,0.5,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2012 4,Fucus distichus,78,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2012 4,Gloiopeltis furcata,0.5,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2012 4,Hildenbrandia occidentalis,18,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2012 4,Littorina sp.,28,Littorina sp.,Littorina sp.,Littorina sp.,Littorina sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 4,Lottia sp.,11,Lottia sp.,Lottia sp.,Lottia sp.,Lottia sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 4,Mastocarpus rigidus,0.5,Mastocarpus rigidus,Mastocarpus rigidus,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2012 4,Pentidotea sp.,1,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 4,Pyropia perforata,9,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2012 4,Ulva lactuca,1,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
North Beach HIGH 2012 5,Balanus glandula,5,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 5,bare rock,7,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 5,Chthamalus dalli,12,Chthamalus dalli,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 5,Elachista fucicola,1,Elachista fucicola,Elachista fucicola,Elachista fucicola,Elachista fucicola,Algae,sessile,NA,filament,filament,filament,filament,filament,filament,thin_turf,thin_turf,NA
North Beach HIGH 2012 5,Fucus distichus,80,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2012 5,Gammaridae,1,Gammaridae,Gammaridae,Gammaridae,Gammaridae,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 5,Gloiopeltis furcata,0.5,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2012 5,Hildenbrandia occidentalis,80,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2012 5,Limpet,12,Limpet,Limpet,Limpet,Limpet,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 5,Littorina sp.,34,Littorina sp.,Littorina sp.,Littorina sp.,Littorina sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 5,Mastocarpus alaskensis,1,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2012 5,Mazzaella oregona,1,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Algae,sessile,NA,blade,thick leathery,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2012 5,Mytilus sp.,0.5,Mytilus sp.,Mytilus sp.,Mytilus sp.,Mytilus sp.,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 5,Pyropia perforata,7,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2012 5,Semibalanus cariosus,1,Semibalanus cariosus,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 5,Ulva linza,0.5,Ulva linza,Ulva linza,Ulva,Ulva,Algae,sessile,NA,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
North Beach HIGH 2012 6,Acrosiphonia spp.,1,Acrosiphonia spp.,Acrosiphonia,Acrosiphonia,Acrosiphonia,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2012 6,Anthopleura sp.,0.5,Anthopleura sp.,Anthopleura sp.,Anemone,Anemone,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 6,Balanus glandula,50,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 6,bare rock,10,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 6,Chthamalus dalli,40,Chthamalus dalli,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 6,Cottoidea,3,Cottoidea,Cottoidea,Cottoidea,Cottoidea,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 6,Fucus distichus,90,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2012 6,Hildenbrandia occidentalis,10,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2012 6,Limpet,100,Limpet,Limpet,Limpet,Limpet,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 6,Littorina sp.,200,Littorina sp.,Littorina sp.,Littorina sp.,Littorina sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 6,Mastocarpus alaskensis,2,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2012 6,Mytilus sp.,1,Mytilus sp.,Mytilus sp.,Mytilus sp.,Mytilus sp.,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 6,Pagarus sp.,1,Pagarus sp.,Pagarus sp.,Pagarus sp.,Pagarus sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 6,Petrocelis,3,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2012 6,Polysiphonia hendryi,3,Polysiphonia hendryi,Polysiphonia,Polysiphonia,Polysiphonia,Algae,sessile,Likely need to lump these,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2012 6,Prionitis sternbergii,3,Prionitis sternbergii,Prionitis,Prionitis,Prionitis,Algae,sessile,specific epithet changed in 2019,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2012 7,Acrosiphonia spp.,2,Acrosiphonia spp.,Acrosiphonia,Acrosiphonia,Acrosiphonia,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2012 7,Anthopleura sp.,1.5,Anthopleura sp.,Anthopleura sp.,Anemone,Anemone,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 7,bare rock,5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 7,Bossiella frondifera,5,Bossiella frondifera,Bossiella_articulate,Bossiella_articulate,Bossiella_articulate,Algae,sessile,NA,articulated coralline,Jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
North Beach HIGH 2012 7,Chamberlainium tumidum,5,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
North Beach HIGH 2012 7,Corallina vancouveriensis,30,Corallina vancouveriensis,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
North Beach HIGH 2012 7,Cottoidea,3,Cottoidea,Cottoidea,Cottoidea,Cottoidea,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 7,Elachista fucicola,1,Elachista fucicola,Elachista fucicola,Elachista fucicola,Elachista fucicola,Algae,sessile,NA,filament,filament,filament,filament,filament,filament,thin_turf,thin_turf,NA
North Beach HIGH 2012 7,Fucus distichus,25,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2012 7,Gammaridae,1,Gammaridae,Gammaridae,Gammaridae,Gammaridae,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 7,Halosaccion glandiforme,5,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2012 7,Hildenbrandia occidentalis,15,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2012 7,Leathesia marina,0.5,Leathesia marina,Leathesia marina,Leathesia marina,Leathesia marina,Algae,sessile,NA,brown turf,finely branching,brown turf,brown turf,turf,turf,turf,turf,NA
North Beach HIGH 2012 7,Limpet,1,Limpet,Limpet,Limpet,Limpet,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 7,Lithothamnion phymatodeum,1,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Algae,sessile,NA,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
North Beach HIGH 2012 7,Littorina sp.,1,Littorina sp.,Littorina sp.,Littorina sp.,Littorina sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 7,Mastocarpus alaskensis,0.5,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2012 7,Microcladia borealis,2,Microcladia borealis,Microcladia borealis,Microcladia borealis,Microcladia borealis,Algae,sessile,NA,red turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2012 7,Neopolyporolithon reclinatum,1,Neopolyporolithon reclinatum,Neopolyporolithon reclinatum,Neopolyporolithon reclinatum,Neopolyporolithon reclinatum,Algae,sessile,NA,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
North Beach HIGH 2012 7,Pagarus sp.,6,Pagarus sp.,Pagarus sp.,Pagarus sp.,Pagarus sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 7,Phyllospadix sp.,45,Phyllospadix sp.,Phyllospadix spp.,Phyllospadix spp.,Phyllospadix spp.,Algae,sessile,TRY TO FIGURE OUT FROM LOCATION,seagrass,seagrass,seagrass,seagrass,seagrass,seagrass,seagrass,canopy,NA
North Beach HIGH 2012 7,Prionitis sternbergii,1,Prionitis sternbergii,Prionitis,Prionitis,Prionitis,Algae,sessile,specific epithet changed in 2019,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2012 7,Pyropia fucicola,10,Pyropia fucicola,Pyropia fucicola,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2012 7,Savoiea robusta,2,Savoiea robusta,Savoiea robusta,Savoiea robusta,Savoiea robusta,Algae,sessile,added in 2019,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2012 7,Ulva lactuca,20,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
North Beach HIGH 2012 8,Acrosiphonia spp.,3,Acrosiphonia spp.,Acrosiphonia,Acrosiphonia,Acrosiphonia,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2012 8,Anthopleura sp.,1.5,Anthopleura sp.,Anthopleura sp.,Anemone,Anemone,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 8,bare rock,8,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 8,Chamberlainium tumidum,5,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
North Beach HIGH 2012 8,Chthamalus dalli,20,Chthamalus dalli,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 8,Cryptosiphonia woodii,5,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2012 8,Elachista fucicola,6,Elachista fucicola,Elachista fucicola,Elachista fucicola,Elachista fucicola,Algae,sessile,NA,filament,filament,filament,filament,filament,filament,thin_turf,thin_turf,NA
North Beach HIGH 2012 8,Endocladia muricata,2,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2012 8,Fucus distichus,60,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2012 8,Halosaccion glandiforme,8,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2012 8,Hemigrapsis sp.,1,Hemigrapsis sp.,Hemigrapsis sp.,Hemigrapsis sp.,Hemigrapsis sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 8,Hildenbrandia occidentalis,71,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2012 8,Limpet,44,Limpet,Limpet,Limpet,Limpet,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 8,Mastocarpus alaskensis,4,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2012 8,Polysiphonia hendryi,3,Polysiphonia hendryi,Polysiphonia,Polysiphonia,Polysiphonia,Algae,sessile,Likely need to lump these,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2012 8,Pyropia perforata,15,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2012 8,Ulva lactuca,5,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
North Beach HIGH 2012 8,Ulva linza,0.5,Ulva linza,Ulva linza,Ulva,Ulva,Algae,sessile,NA,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
North Beach HIGH 2012 9,Balanus glandula,5,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 9,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 9,Endocladia muricata,0.25,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2012 9,Fucus distichus,48,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2012 9,Gloiopeltis furcata,0.1,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2012 9,Halosaccion glandiforme,0.1,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2012 9,Hildenbrandia occidentalis,90,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2012 9,Littorina sp.,180,Littorina sp.,Littorina sp.,Littorina sp.,Littorina sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2012 9,Mastocarpus alaskensis,1.5,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2012 9,Pyropia perforata,4,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 1,Acrosiphonia coalita,9,Acrosiphonia coalita,Acrosiphonia,Acrosiphonia,Acrosiphonia,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 1,bare rock,10,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 1,Chamberlainium tumidum,10,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
North Beach HIGH 2013 1,Fucus distichus,18,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2013 1,Gloiopeltis furcata,1,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 1,Halosaccion glandiforme,1,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 1,Hildenbrandia occidentalis,60,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 1,Mastocarpus alaskensis,3,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 1,Petrocelis,2,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 1,Pylaiella littoralis,1,Pylaiella littoralis,Pylaiella littoralis,Pylaiella littoralis,Pylaiella littoralis,Algae,sessile,NA,filament,filament,filament,filament,filament,filament,thin_turf,thin_turf,NA
North Beach HIGH 2013 1,Pyropia abbottiae,21,Pyropia abbottiae,Pyropia abbottiae,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 1,Pyropia perforata,3,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 1,Ulva lactuca,7,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
North Beach HIGH 2013 1,Wildmania norrisii,2,Wildmania norrisii,Wildmania norrisii,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 10,bare rock,35,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 10,Barnacle,66,Barnacle,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 10,Fucus distichus,9,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2013 10,Petrocelis,9,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 10,Pyropia abbottiae,10,Pyropia abbottiae,Pyropia abbottiae,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 10,Pyropia perforata,1,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 2,Acrosiphonia coalita,1,Acrosiphonia coalita,Acrosiphonia,Acrosiphonia,Acrosiphonia,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 2,bare rock,12,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 2,Barnacle,11,Barnacle,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 2,Ceramium pacificum,0.5,Ceramium pacificum,Ceramium pacificum,Ceramium pacificum,Ceramium pacificum,Algae,sessile,NA,filament,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 2,Chamberlainium tumidum,4,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
North Beach HIGH 2013 2,Codium fragile,1,Codium fragile,Codium fragile,Codium fragile,Codium fragile,Algae,sessile,NA,other,finely branching,Codium,Codium,Codium,Codium,turf,turf,NA
North Beach HIGH 2013 2,Corallina sp.,5,Corallina sp.,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
North Beach HIGH 2013 2,Farlowia mollis,3,Farlowia mollis,Farlowia mollis,Farlowia mollis,Farlowia mollis,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 2,Gloiopeltis furcata,20,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 2,Halosaccion glandiforme,0.5,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
