UID,Taxon,Abundance
North Beach LOW 2013 6,Microcladia borealis,15
North Beach LOW 2013 6,Neopolyporolithon reclinatum,0.5
North Beach LOW 2013 6,Opuntiella californica,13
North Beach LOW 2013 6,Polyneura latissima,5
North Beach LOW 2013 6,Pycnopodia helianthoides,1
North Beach LOW 2013 6,Savoiea robusta,0.5
North Beach LOW 2013 6,Scytosiphon dotyi,43
North Beach LOW 2013 6,Soranthera ulvoidea,0.5
North Beach LOW 2013 6,Tube worms,1
North Beach LOW 2013 7,Acrosiphonia coalita,0.5
North Beach LOW 2013 7,Alaria marginata,36
North Beach LOW 2013 7,Bossiella californica,0.5
North Beach LOW 2013 7,Bossiella sp.5 chiloensis,35
North Beach LOW 2013 7,Calliarthron tuberculosum,1
North Beach LOW 2013 7,Chamberlainium tumidum,12
North Beach LOW 2013 7,Corallina frondescens,25
North Beach LOW 2013 7,Corallina vancouveriensis,9
North Beach LOW 2013 7,Hedophyllum sessile,8
North Beach LOW 2013 7,Hildenbrandia occidentalis,0.5
North Beach LOW 2013 7,Lithothamnion phymatodeum,1
North Beach LOW 2013 7,Mastocarpus alaskensis,0.5
North Beach LOW 2013 7,Odonthalia floccosa,0.5
North Beach LOW 2013 7,Petrocelis,0.5
North Beach LOW 2013 7,Plocamium violaceum,8
North Beach LOW 2013 7,Pyropia sp.,0.5
North Beach LOW 2013 7,Schizymenia pacifica,3
North Beach LOW 2013 7,Ulva lactuca,0.5
North Beach LOW 2013 8,Alaria marginata,3
North Beach LOW 2013 8,Bossiella frondifera,5
North Beach LOW 2013 8,Corallina vancouveriensis,10
North Beach LOW 2013 8,coralline crust,21
North Beach LOW 2013 8,Hildenbrandia occidentalis,0.5
North Beach LOW 2013 8,Hildenbrandia rubra,40
North Beach LOW 2013 8,Katharina tunicata,3
North Beach LOW 2013 8,Mastocarpus alaskensis,5
North Beach LOW 2013 8,Mazzaella oregona,0.5
North Beach LOW 2013 8,Phyllospadix scouleri,3
North Beach LOW 2013 8,Pisaster ochraceus,1
North Beach LOW 2013 8,Polyneura latissima,1
North Beach LOW 2013 8,Pyropia fucicola,0.5
North Beach LOW 2013 8,Pyropia perforata,0.5
North Beach LOW 2013 8,Savoiea robusta,2
North Beach LOW 2013 8,Scytosiphon dotyi,39
North Beach LOW 2013 8,Tonicella sp.,1
North Beach LOW 2013 9,Acrosiphonia coalita,0.5
North Beach LOW 2013 9,Alaria marginata,13
North Beach LOW 2013 9,Barnacle,1
North Beach LOW 2013 9,Bossiella frondifera,16
North Beach LOW 2013 9,Bossiella sp.2 chiloensis,1
North Beach LOW 2013 9,Bossiella sp.5 chiloensis,6
North Beach LOW 2013 9,Calliarthron tuberculosum,9
North Beach LOW 2013 9,Callithamnion pikeanum,1
North Beach LOW 2013 9,Corallina sp.1 frondescens,1
North Beach LOW 2013 9,Corallina vancouveriensis,12
North Beach LOW 2013 9,coralline crust,16
North Beach LOW 2013 9,Egregia menziesii,1
North Beach LOW 2013 9,Hildenbrandia rubra,25
North Beach LOW 2013 9,Katharina tunicata,2
North Beach LOW 2013 9,Neopolyporolithon reclinatum,0.5
North Beach LOW 2013 9,Opuntiella californica,0.5
North Beach LOW 2013 9,Pisaster ochraceus,1
North Beach LOW 2013 9,Pugettia sp.,1
North Beach LOW 2013 9,Rhizoclonium tortuosum,2
North Beach LOW 2013 9,Rhodochorton purpureum,0.5
North Beach LOW 2013 9,Savoiea robusta,3
North Beach LOW 2013 9,Scytosiphon dotyi,95
North Beach LOW 2014 1,Alaria marginata,21
North Beach LOW 2014 1,bare rock,9
North Beach LOW 2014 1,Bossiella frondifera,11
North Beach LOW 2014 1,Bossiella manzae,1
North Beach LOW 2014 1,Bossiella sp. (crust),2
North Beach LOW 2014 1,Bossiella sp.2 chiloensis,3
North Beach LOW 2014 1,Bossiella sp.5 chiloensis,8
North Beach LOW 2014 1,Chiharaea rhododactyla,1
North Beach LOW 2014 1,Chiton,7
North Beach LOW 2014 1,Corallina vancouveriensis,19
North Beach LOW 2014 1,Costaria costata,13
North Beach LOW 2014 1,Ectocarpus sp.,0.5
North Beach LOW 2014 1,Hedophyllum sessile,65
North Beach LOW 2014 1,Hildenbrandia occidentalis,3
North Beach LOW 2014 1,Hymenena sp.,0.5
North Beach LOW 2014 1,Lithophyllum sp. 1,11
North Beach LOW 2014 1,Lithothamnion phymatodeum,4
North Beach LOW 2014 1,Mazzaella splendens,1
North Beach LOW 2014 1,Neopolyporolithon reclinatum,1
North Beach LOW 2014 1,Odonthalia floccosa,5
North Beach LOW 2014 1,Petrocelis,2
North Beach LOW 2014 1,Pseudolithophyllum muricatum,9
North Beach LOW 2014 1,Sea star,1
North Beach LOW 2014 10,Acrosiphonia arcta,2
North Beach LOW 2014 10,Alaria marginata,3
North Beach LOW 2014 10,bare rock,10
North Beach LOW 2014 10,Bossiella sp.5 chiloensis,1
North Beach LOW 2014 10,Callithamnion pikeanum,0.5
North Beach LOW 2014 10,Chamberlainium tumidum,6
North Beach LOW 2014 10,Corallina vancouveriensis,3
North Beach LOW 2014 10,Fucus distichus,2
North Beach LOW 2014 10,Halosaccion glandiforme,1
North Beach LOW 2014 10,Hedophyllum sessile,2
North Beach LOW 2014 10,Hymenena sp.,9
North Beach LOW 2014 10,Katharina tunicata,1.5
North Beach LOW 2014 10,Leathesia marina,0.5
North Beach LOW 2014 10,Mastocarpus agardhii,3
North Beach LOW 2014 10,Mazzaella oregona,4
North Beach LOW 2014 10,Microcladia borealis,6
North Beach LOW 2014 10,Petrocelis,4
North Beach LOW 2014 10,Plocamium violaceum,60
North Beach LOW 2014 10,Schizymenia pacifica,0.5
North Beach LOW 2014 10,Ulva lactuca,0.5
North Beach LOW 2014 2,Acrosiphonia arcta,0.5
North Beach LOW 2014 2,Alaria marginata,35
North Beach LOW 2014 2,bare rock,9
North Beach LOW 2014 2,Bossiella frondifera,2
North Beach LOW 2014 2,Bossiella reptans,2
North Beach LOW 2014 2,Chiton,7
North Beach LOW 2014 2,Codium setchellii,5
North Beach LOW 2014 2,Corallina frondescens,2
North Beach LOW 2014 2,Corallina sp.1 frondescens,6
North Beach LOW 2014 2,Corallina vancouveriensis,24
North Beach LOW 2014 2,Costaria costata,20
North Beach LOW 2014 2,Desmarestia ligulata,0.5
North Beach LOW 2014 2,Ectocarpus sp.,1
North Beach LOW 2014 2,Hedophyllum sessile,65
North Beach LOW 2014 2,Hildenbrandia occidentalis,3
North Beach LOW 2014 2,Hildenbrandia rubra,2
North Beach LOW 2014 2,Hymenena sp.,0.5
North Beach LOW 2014 2,Limpet,1
North Beach LOW 2014 2,Lithophyllum sp. 1,0.5
North Beach LOW 2014 2,Lithothamnion phymatodeum,0.5
North Beach LOW 2014 2,Neopolyporolithon reclinatum,1
North Beach LOW 2014 2,Petrocelis,1
North Beach LOW 2014 2,Polysiphonia pacifica,1
North Beach LOW 2014 2,Pseudolithophyllum muricatum,7
North Beach LOW 2014 2,Salishia firma,0.5
North Beach LOW 2014 3,Alaria marginata,32
North Beach LOW 2014 3,Bossiella frondifera,20
North Beach LOW 2014 3,Bossiella reptans,1
North Beach LOW 2014 3,Bossiella sp.2 chiloensis,1
North Beach LOW 2014 3,Bossiella sp.5 chiloensis,5
North Beach LOW 2014 3,Codium fragile,0.5
North Beach LOW 2014 3,Codium setchellii,1.5
North Beach LOW 2014 3,Corallina sp.1 frondescens,3
North Beach LOW 2014 3,Corallina vancouveriensis,4
North Beach LOW 2014 3,Costaria costata,20
North Beach LOW 2014 3,Dermasterias,1
North Beach LOW 2014 3,Desmarestia ligulata,3
North Beach LOW 2014 3,Hedophyllum sessile,46
North Beach LOW 2014 3,Hildenbrandia rubra,1.5
North Beach LOW 2014 3,Hymenena sp.,2
North Beach LOW 2014 3,Laminaria setchellii,1
North Beach LOW 2014 3,Lithophyllum sp. 1,0.5
North Beach LOW 2014 3,Lithothamnion phymatodeum,2
North Beach LOW 2014 3,Mazzaella splendens,4.5
North Beach LOW 2014 3,Neopolyporolithon reclinatum,1
North Beach LOW 2014 3,Phyllospadix scouleri,3
North Beach LOW 2014 3,Pseudolithophyllum muricatum,1
North Beach LOW 2014 3,Pyropia abbottiae,0.5
North Beach LOW 2014 3,Salishia firma,0.5
North Beach LOW 2014 3,Schizymenia pacifica,1.5
North Beach LOW 2014 4,Alaria marginata,91
North Beach LOW 2014 4,Antithamnionella pacifica,6
North Beach LOW 2014 4,bare rock,3
North Beach LOW 2014 4,Bossiella frondifera,9
North Beach LOW 2014 4,Bossiella sp.5 chiloensis,4
North Beach LOW 2014 4,Bryozoan,3
North Beach LOW 2014 4,Callithamnion pikeanum,0.5
North Beach LOW 2014 4,Chiharaea rhododactyla,3
North Beach LOW 2014 4,Codium setchellii,2
North Beach LOW 2014 4,Corallina vancouveriensis,11
North Beach LOW 2014 4,Cryptosiphonia woodii,0.5
North Beach LOW 2014 4,Hedophyllum nigripes,1
North Beach LOW 2014 4,Hedophyllum sessile,18
North Beach LOW 2014 4,Hildenbrandia occidentalis,3
North Beach LOW 2014 4,Hildenbrandia rubra,2
North Beach LOW 2014 4,Hymenena sp.,2
North Beach LOW 2014 4,Katharina tunicata,1
North Beach LOW 2014 4,Lithophyllum sp. 1,1
North Beach LOW 2014 4,Mazzaella splendens,9
North Beach LOW 2014 4,Neopolyporolithon reclinatum,0.5
North Beach LOW 2014 4,Schizymenia pacifica,1
North Beach LOW 2014 5,Acrosiphonia coalita,2
North Beach LOW 2014 5,Alaria marginata,40
North Beach LOW 2014 5,Bossiella sp.5 chiloensis,2
North Beach LOW 2014 5,Costaria costata,1
North Beach LOW 2014 5,Fucus distichus,3
North Beach LOW 2014 5,Halosaccion glandiforme,1
North Beach LOW 2014 5,Hedophyllum sessile,32
North Beach LOW 2014 5,Hildenbrandia occidentalis,49
North Beach LOW 2014 5,Hymenena sp.,4
North Beach LOW 2014 5,Lithothamnion phymatodeum,4
North Beach LOW 2014 5,Mastocarpus agardhii,6
North Beach LOW 2014 5,Mazzaella oregona,1
North Beach LOW 2014 5,Mazzaella splendens,6
North Beach LOW 2014 5,Microcladia borealis,6
North Beach LOW 2014 5,Pseudolithophyllum muricatum,3
North Beach LOW 2014 5,Ptilota sp.,1
North Beach LOW 2014 6,Acrosiphonia arcta,0.5
North Beach LOW 2014 6,Alaria marginata,37
North Beach LOW 2014 6,Analipus japonicus,4
North Beach LOW 2014 6,bare rock,12
North Beach LOW 2014 6,Barnacle,0.5
North Beach LOW 2014 6,Bossiella frondifera,4
North Beach LOW 2014 6,Chamberlainium tumidum,1
North Beach LOW 2014 6,Chiton,8
North Beach LOW 2014 6,Corallina vancouveriensis,16
North Beach LOW 2014 6,Cryptosiphonia woodii,0.5
North Beach LOW 2014 6,Fucus distichus,12
North Beach LOW 2014 6,Halosaccion glandiforme,0.5
North Beach LOW 2014 6,Hedophyllum sessile,9
North Beach LOW 2014 6,Hildenbrandia occidentalis,30
North Beach LOW 2014 6,Hymenena sp.,0.5
North Beach LOW 2014 6,Leathesia marina,0.5
North Beach LOW 2014 6,Lithophyllum sp. 1,2
North Beach LOW 2014 6,Lithothamnion phymatodeum,1
North Beach LOW 2014 6,Mastocarpus agardhii,7
North Beach LOW 2014 6,Mastocarpus alaskensis,0.5
North Beach LOW 2014 6,Mazzaella oregona,0.5
North Beach LOW 2014 6,Microcladia borealis,1
North Beach LOW 2014 6,Petrocelis,4
North Beach LOW 2014 6,Plocamium violaceum,18
North Beach LOW 2014 6,Pyropia fucicola,1
North Beach LOW 2014 6,Rhizoclonium tortuosum,0.5
North Beach LOW 2014 6,Ulva lactuca,1
North Beach LOW 2014 7,Alaria marginata,21
North Beach LOW 2014 7,Bossiella frondifera,16
North Beach LOW 2014 7,Bossiella manzae,16
North Beach LOW 2014 7,Bossiella sp.5 chiloensis,10
North Beach LOW 2014 7,Callithamnion pikeanum,0.5
North Beach LOW 2014 7,Chamberlainium tumidum,1
North Beach LOW 2014 7,Chiharaea rhododactyla,0.5
North Beach LOW 2014 7,Corallina sp.1 frondescens,4
North Beach LOW 2014 7,Corallina vancouveriensis,11
North Beach LOW 2014 7,Fucus distichus,1
North Beach LOW 2014 7,Halosaccion glandiforme,0.5
North Beach LOW 2014 7,Hedophyllum sessile,76
North Beach LOW 2014 7,Hildenbrandia rubra,3
North Beach LOW 2014 7,Katharina tunicata,1
North Beach LOW 2014 7,Lithophyllum sp. 1,0.5
North Beach LOW 2014 7,Mazzaella oregona,3
North Beach LOW 2014 7,Mazzaella splendens,22
North Beach LOW 2014 7,Neopolyporolithon reclinatum,1
North Beach LOW 2014 7,Odonthalia floccosa,19
North Beach LOW 2014 7,Petrocelis,3
North Beach LOW 2014 7,Prionitis sternbergii,8
North Beach LOW 2014 7,Pseudolithophyllum muricatum,1
North Beach LOW 2014 7,Ptilota sp.,1
North Beach LOW 2014 7,Schizymenia pacifica,0.5
North Beach LOW 2014 7,Ulva lactuca,0.5
North Beach LOW 2014 8,Acrosiphonia coalita,13
North Beach LOW 2014 8,Alaria marginata,50
North Beach LOW 2014 8,Antithamnionella pacifica,2
North Beach LOW 2014 8,Bossiella reptans,2
North Beach LOW 2014 8,Bossiella sp. (crust),0.5
North Beach LOW 2014 8,Bossiella sp.2 chiloensis,1
North Beach LOW 2014 8,Chiharaea rhododactyla,2
North Beach LOW 2014 8,Corallina vancouveriensis,2
North Beach LOW 2014 8,Costaria costata,2
North Beach LOW 2014 8,Hedophyllum nigripes,22
North Beach LOW 2014 8,Hedophyllum sessile,28
North Beach LOW 2014 8,Hymenena sp.,20
North Beach LOW 2014 8,Lithothamnion phymatodeum,1
North Beach LOW 2014 8,Mazzaella splendens,24
North Beach LOW 2014 8,Microcladia borealis,0.5
North Beach LOW 2014 8,Neopolyporolithon reclinatum,0.5
North Beach LOW 2014 8,Odonthalia floccosa,20
North Beach LOW 2014 8,Plocamium pacificum,0.5
North Beach LOW 2014 8,Ptilota filicina,8
North Beach LOW 2014 9,Alaria marginata,85
North Beach LOW 2014 9,bare rock,10
North Beach LOW 2014 9,Bossiella frondifera,6
North Beach LOW 2014 9,Bossiella manzae,6
North Beach LOW 2014 9,Bossiella reptans,1
North Beach LOW 2014 9,Bossiella sp.5 chiloensis,2
North Beach LOW 2014 9,Chiton,2
North Beach LOW 2014 9,Corallina vancouveriensis,3
North Beach LOW 2014 9,Halosaccion glandiforme,0.5
North Beach LOW 2014 9,Hedophyllum sessile,25
North Beach LOW 2014 9,Hildenbrandia occidentalis,2
North Beach LOW 2014 9,Hymenena sp.,8
North Beach LOW 2014 9,Lithophyllum sp. 1,0.5
North Beach LOW 2014 9,Mazzaella oregona,2
North Beach LOW 2014 9,Mazzaella splendens,50
North Beach LOW 2014 9,Neopolyporolithon reclinatum,0.5
North Beach LOW 2014 9,Odonthalia floccosa,32
North Beach LOW 2014 9,Petrocelis,2
North Beach LOW 2014 9,Sea star,1
North Beach LOW 2015 1,Alaria marginata,7
North Beach LOW 2015 1,bare rock,20
North Beach LOW 2015 1,Bossiella frondescens,6
North Beach LOW 2015 1,Bossiella frondifera,28
North Beach LOW 2015 1,Bossiella sp.5 chiloensis,2
North Beach LOW 2015 1,Bryozoan,1
North Beach LOW 2015 1,Chiton,6
North Beach LOW 2015 1,Corallina sp.1 frondescens,6
North Beach LOW 2015 1,Corallina vancouveriensis,9
North Beach LOW 2015 1,coralline crust,6
North Beach LOW 2015 1,Ectocarpus commensalis,1
North Beach LOW 2015 1,Hedophyllum sessile,100
North Beach LOW 2015 1,Hildenbrandia occidentalis,2
North Beach LOW 2015 1,Hymenena sp.,0.5
North Beach LOW 2015 1,Leptasterias sp.,1
North Beach LOW 2015 1,Limpet,2
North Beach LOW 2015 1,Lithophyllum sp.,1
North Beach LOW 2015 1,Lithothamnion phymatodeum,1
North Beach LOW 2015 1,Petrocelis,2
North Beach LOW 2015 1,Peyssonnelia sp.,1
North Beach LOW 2015 1,Phyllospadix scouleri,0.5
North Beach LOW 2015 1,Pycnopodia helianthoides,1
North Beach LOW 2015 1,Pyropia gardneri,0.5
North Beach LOW 2015 1,Ralfsioid,3
North Beach LOW 2015 10,Alaria marginata,23
North Beach LOW 2015 10,Bossiella frondescens,1
North Beach LOW 2015 10,Bossiella frondifera,6
North Beach LOW 2015 10,Corallina sp.1 frondescens,7
North Beach LOW 2015 10,Corallina vancouveriensis,3
North Beach LOW 2015 10,coralline crust,6
North Beach LOW 2015 10,Cryptosiphonia woodii,1
North Beach LOW 2015 10,Hedophyllum sessile,88
North Beach LOW 2015 10,Hildenbrandia occidentalis,16
North Beach LOW 2015 10,Hymenena sp.,2
North Beach LOW 2015 10,Mazzaella splendens,37
North Beach LOW 2015 10,Odonthalia floccosa,28
North Beach LOW 2015 10,Ralfsioid,2
North Beach LOW 2015 10,Schizymenia pacifica,1
North Beach LOW 2015 2,Alaria marginata,16
North Beach LOW 2015 2,bare rock,20
North Beach LOW 2015 2,Bossiella frondifera,11
North Beach LOW 2015 2,Bossiella sp.5 chiloensis,3
North Beach LOW 2015 2,Bryozoan,13
North Beach LOW 2015 2,Chamberlainium tumidum,7
North Beach LOW 2015 2,Chiton,5
North Beach LOW 2015 2,Corallina vancouveriensis,14
North Beach LOW 2015 2,coralline crust,9
North Beach LOW 2015 2,Ectocarpus commensalis,1
North Beach LOW 2015 2,Hedophyllum sessile,97
North Beach LOW 2015 2,Henricia,1
North Beach LOW 2015 2,Hildenbrandia occidentalis,3
North Beach LOW 2015 2,Hymenena sp.,0.5
North Beach LOW 2015 2,Leptasterias sp.,1
North Beach LOW 2015 2,Lithophyllum sp.,3
North Beach LOW 2015 2,Lithothamnion phymatodeum,5
North Beach LOW 2015 2,Neopolyporolithon reclinatum,0.5
North Beach LOW 2015 2,Petrocelis,1
North Beach LOW 2015 2,Peyssonnelia sp.,2
North Beach LOW 2015 2,Pseudolithophyllum muricatum,5
North Beach LOW 2015 2,Pyropia gardneri,0.5
North Beach LOW 2015 2,Ralfsioid,0.5
North Beach LOW 2015 2,Styela sp.,1
North Beach LOW 2015 3,Alaria marginata,26
North Beach LOW 2015 3,bare rock,2
North Beach LOW 2015 3,Bossiella frondescens,12
North Beach LOW 2015 3,Bossiella frondifera,27
North Beach LOW 2015 3,Bossiella pseudodichotoma,1
North Beach LOW 2015 3,Bossiella sp.5 chiloensis,5
North Beach LOW 2015 3,Calliarthron tuberculosum,1
North Beach LOW 2015 3,Chiharaea bodegensis,1
North Beach LOW 2015 3,Codium setchellii,7
North Beach LOW 2015 3,Corallina sp.1 frondescens,8
North Beach LOW 2015 3,Corallina vancouveriensis,16
North Beach LOW 2015 3,Costaria costata,2
North Beach LOW 2015 3,Ectocarpus commensalis,1
North Beach LOW 2015 3,Hedophyllum sessile,47
North Beach LOW 2015 3,Hildenbrandia occidentalis,9
North Beach LOW 2015 3,Hymenena sp.,0.5
North Beach LOW 2015 3,Johansenia macmillanii,1
North Beach LOW 2015 3,Neopolyporolithon reclinatum,1
North Beach LOW 2015 3,Petrocelis,1
North Beach LOW 2015 3,Ralfsioid,1
North Beach LOW 2015 3,Tunicata/Porifera,3
North Beach LOW 2015 4,Alaria marginata,18
North Beach LOW 2015 4,bare rock,7
North Beach LOW 2015 4,Bossiella californica,2
North Beach LOW 2015 4,Bossiella frondescens,6
North Beach LOW 2015 4,Bossiella frondifera,14
North Beach LOW 2015 4,Bossiella pseudodichotoma,1
North Beach LOW 2015 4,Bossiella reptans,0.5
North Beach LOW 2015 4,Bossiella sp.5 chiloensis,6
North Beach LOW 2015 4,Calliarthron tuberculosum,1
North Beach LOW 2015 4,Corallina sp.1 frondescens,19
North Beach LOW 2015 4,Corallina vancouveriensis,21
North Beach LOW 2015 4,Desmarestia ligulata,1
North Beach LOW 2015 4,Ectocarpus commensalis,1
North Beach LOW 2015 4,Hedophyllum sessile,82
North Beach LOW 2015 4,Hildenbrandia occidentalis,7
North Beach LOW 2015 4,Hildenbrandia rubra,1
North Beach LOW 2015 4,Hymenena sp.,0.5
North Beach LOW 2015 4,Laminaria setchellii,0.5
North Beach LOW 2015 4,Lithophyllum sp.,4
North Beach LOW 2015 4,Mastocarpus latissimus,0.5
North Beach LOW 2015 4,Neopolyporolithon reclinatum,2.5
North Beach LOW 2015 4,Ralfsioid,1
North Beach LOW 2015 5,Alaria marginata,34
North Beach LOW 2015 5,bare rock,14
North Beach LOW 2015 5,Barnacle,0.5
North Beach LOW 2015 5,Bossiella californica,1
North Beach LOW 2015 5,Bossiella frondifera,14
North Beach LOW 2015 5,Bossiella reptans,1
North Beach LOW 2015 5,Bryozoan,20
North Beach LOW 2015 5,Chiton,2
North Beach LOW 2015 5,Codium setchellii,2
North Beach LOW 2015 5,Corallina sp.1 frondescens,4
North Beach LOW 2015 5,Corallina vancouveriensis,5
North Beach LOW 2015 5,coralline crust,6
North Beach LOW 2015 5,Ectocarpus commensalis,2
North Beach LOW 2015 5,Hedophyllum sessile,99
North Beach LOW 2015 5,Hildenbrandia occidentalis,0.5
North Beach LOW 2015 5,Hymenena sp.,0.5
North Beach LOW 2015 5,Lithothamnion phymatodeum,0.5
North Beach LOW 2015 5,Mazzaella splendens,3
North Beach LOW 2015 5,Neopolyporolithon reclinatum,0.5
North Beach LOW 2015 5,Odonthalia floccosa,0.5
North Beach LOW 2015 5,Petrocelis,0.5
North Beach LOW 2015 5,Peyssonnelia sp.,1
North Beach LOW 2015 5,Pugettia sp.,1
North Beach LOW 2015 5,Ralfsioid,0.5
North Beach LOW 2015 5,Salishia firma,0.5
North Beach LOW 2015 5,Spirorbidae,0.5
North Beach LOW 2015 6,Alaria marginata,18
North Beach LOW 2015 6,bare rock,5
North Beach LOW 2015 6,Bossiella frondifera,23
North Beach LOW 2015 6,Bossiella reptans,1
North Beach LOW 2015 6,Chiharaea rhododactyla,6
North Beach LOW 2015 6,Chiton,1
North Beach LOW 2015 6,Corallina vancouveriensis,17
North Beach LOW 2015 6,coralline crust,3
North Beach LOW 2015 6,Cryptochiton,1
North Beach LOW 2015 6,Ectocarpus commensalis,0.5
North Beach LOW 2015 6,Hedophyllum sessile,91
North Beach LOW 2015 6,Hildenbrandia rubra,2
North Beach LOW 2015 6,Hymenena sp.,2
North Beach LOW 2015 6,Mazzaella splendens,9
North Beach LOW 2015 6,Odonthalia floccosa,24
North Beach LOW 2015 6,Ralfsioid,2
North Beach LOW 2015 6,Rhodymenia sp.,0.5
North Beach LOW 2015 6,Schizymenia pacifica,0.5
North Beach LOW 2015 7,Acrosiphonia coalita,1
North Beach LOW 2015 7,Alaria marginata,45
North Beach LOW 2015 7,bare rock,14
North Beach LOW 2015 7,Barnacle,0.5
North Beach LOW 2015 7,Bossiella frondescens,1
North Beach LOW 2015 7,Bossiella frondifera,3
North Beach LOW 2015 7,Callithamnion pikeanum,2
North Beach LOW 2015 7,Chamberlainium tumidum,6
North Beach LOW 2015 7,Chiton,6
North Beach LOW 2015 7,Corallina vancouveriensis,15
North Beach LOW 2015 7,coralline crust,4
North Beach LOW 2015 7,Hedophyllum sessile,16
North Beach LOW 2015 7,Hymenena sp.,7
North Beach LOW 2015 7,Leathesia marina,0.5
North Beach LOW 2015 7,Leptasterias sp.,2
North Beach LOW 2015 7,Limpet,1
North Beach LOW 2015 7,Lithothamnion phymatodeum,0.5
North Beach LOW 2015 7,Mastocarpus agardhii,1
North Beach LOW 2015 7,Mastocarpus latissimus,2
North Beach LOW 2015 7,Mazzaella oregona,4
North Beach LOW 2015 7,Mazzaella parvula,2
North Beach LOW 2015 7,Mazzaella splendens,11
North Beach LOW 2015 7,Microcladia borealis,2
North Beach LOW 2015 7,Odonthalia floccosa,1
North Beach LOW 2015 7,Petrocelis,1
North Beach LOW 2015 7,Plocamium violaceum,21
North Beach LOW 2015 7,Ralfsioid,1
North Beach LOW 2015 7,Spirorbidae,0.5
North Beach LOW 2015 7,Ulva lactuca,1
North Beach LOW 2015 8,Acrochaetium sp.,1
North Beach LOW 2015 8,Alaria marginata,1.5
North Beach LOW 2015 8,bare rock,3
North Beach LOW 2015 8,Bossiella frondifera,15
North Beach LOW 2015 8,Codium setchellii,2
North Beach LOW 2015 8,Corallina vancouveriensis,14
North Beach LOW 2015 8,coralline crust,52
North Beach LOW 2015 8,Hedophyllum sessile,92
North Beach LOW 2015 8,Hildenbrandia occidentalis,16
North Beach LOW 2015 8,Hymenena sp.,0.5
North Beach LOW 2015 8,Lithophyllum sp.,3
North Beach LOW 2015 8,Mastocarpus agardhii,0.5
North Beach LOW 2015 8,Ralfsioid,1
North Beach LOW 2015 8,Schizymenia pacifica,1
North Beach LOW 2015 9,Alaria marginata,56
North Beach LOW 2015 9,Bossiella frondifera,8
North Beach LOW 2015 9,Bossiella pseudodichotoma,1
North Beach LOW 2015 9,Bossiella sp.5 chiloensis,6
North Beach LOW 2015 9,Calliarthron tuberculosum,4
North Beach LOW 2015 9,Callithamnion pikeanum,5
North Beach LOW 2015 9,Chamberlainium tumidum,5
North Beach LOW 2015 9,Corallina sp.1 frondescens,1
North Beach LOW 2015 9,Corallina vancouveriensis,14
North Beach LOW 2015 9,coralline crust,21
North Beach LOW 2015 9,Costaria costata,3
North Beach LOW 2015 9,Cryptosiphonia woodii,1
North Beach LOW 2015 9,Halosaccion glandiforme,0.5
North Beach LOW 2015 9,Hedophyllum sessile,5
North Beach LOW 2015 9,Hildenbrandia occidentalis,15
North Beach LOW 2015 9,Lithophyllum sp.,2
North Beach LOW 2015 9,Mastocarpus agardhii,6
North Beach LOW 2015 9,Mazzaella oregona,1
North Beach LOW 2015 9,Nereocystis luetkeana,2
North Beach LOW 2015 9,Plocamium pacificum,31
North Beach LOW 2015 9,Ptilota filicina,1
North Beach LOW 2015 9,Pyropia perforata,1
North Beach LOW 2015 9,Ralfsioid,1
North Beach LOW 2015 9,Salishia firma,1
North Beach LOW 2015 9,Schizymenia pacifica,2
North Beach LOW 2016 1,Anemone,0.5
North Beach LOW 2016 1,bare rock,23
North Beach LOW 2016 1,Bossiella frondifera,10
North Beach LOW 2016 1,Callithamnion pikeanum,2
North Beach LOW 2016 1,Chamberlainium tumidum,16
North Beach LOW 2016 1,Corallina vancouveriensis,23
North Beach LOW 2016 1,coralline crust,1
North Beach LOW 2016 1,Hedophyllum sessile,48
North Beach LOW 2016 1,Hildenbrandia rubra,13
North Beach LOW 2016 1,Hymenena sp.,5
North Beach LOW 2016 1,Katharina tunicata,2
North Beach LOW 2016 1,Limpet,13
North Beach LOW 2016 1,Lithothamnion phymatodeum,2
North Beach LOW 2016 1,Mastocarpus intermedius,0.5
North Beach LOW 2016 1,Microcladia borealis,0.5
North Beach LOW 2016 1,Neopolyporolithon reclinatum,0.5
North Beach LOW 2016 1,Petrocelis,3
North Beach LOW 2016 1,Peyssonnelia sp.,3
North Beach LOW 2016 1,Plocamium violaceum,7
North Beach LOW 2016 1,Tonicella sp.,1
North Beach LOW 2016 10,bare rock,6
North Beach LOW 2016 10,Bossiella frondescens,12
North Beach LOW 2016 10,Bossiella frondifera,8
North Beach LOW 2016 10,Bossiella hakaiensis,3
North Beach LOW 2016 10,Bossiella pseudodichotoma,1
North Beach LOW 2016 10,Callithamnion pikeanum,1
North Beach LOW 2016 10,Chamberlainium tumidum,8
North Beach LOW 2016 10,Codium setchellii,3
North Beach LOW 2016 10,Corallina vancouveriensis,0.5
North Beach LOW 2016 10,coralline crust,5
North Beach LOW 2016 10,Ectocarpus commensalis,0.5
North Beach LOW 2016 10,Hedophyllum sessile,48
North Beach LOW 2016 10,Hildenbrandia rubra,3
North Beach LOW 2016 10,Hymenena sp.,2
North Beach LOW 2016 10,Katharina tunicata,2
North Beach LOW 2016 10,Lithothamnion phymatodeum,7
North Beach LOW 2016 10,Mazzaella parvula,1
North Beach LOW 2016 10,Mazzaella splendens,13
