"UID","Taxon","Abundance"
"North Beach LOW 2019 2","Corallina vancouveriensis","10"
"North Beach LOW 2019 2","Crusticorallina muricata","1"
"North Beach LOW 2019 2","Ectocarpus commensalis (on Saccharina)","6"
"North Beach LOW 2019 2","Halosaccion glandiforme","tr"
"North Beach LOW 2019 2","Hildenbrandia occidentalis (thick)","4"
"North Beach LOW 2019 2","Hildenbrandia rubra (thin)","3"
"North Beach LOW 2019 2","Hymenena / Cryptopleura sp.","1"
"North Beach LOW 2019 2","Lithophyllum sp.1","1"
"North Beach LOW 2019 2","Lithothamnion phymatodeum","4"
"North Beach LOW 2019 2","Neopolyporolithon reclinatum","1"
"North Beach LOW 2019 2","Peyssonnelia sp.","3"
"North Beach LOW 2019 2","Pyropia gardneri","3"
"North Beach LOW 2019 2","Saccharina sessilis","100"
"North Beach LOW 2019 2","Cryptochiton (#)","1"
"North Beach LOW 2019 2","Bryozoan (%)","2"
"North Beach LOW 2019 2","snails","10"
"North Beach LOW 2019 2","Sculpin","1"
"North Beach LOW 2019 2","Purple Urchin (#)","6"
"North Beach LOW 2019 2","Purple Urchin (%)","6"
"North Beach LOW 2019 2","Orange sponge/soft coral","0.5"
"North Beach LOW 2019 3","BARE ROCK / SUBSTRATE (%)","1"
"North Beach LOW 2019 3","CORALLINE (%)","74"
"North Beach LOW 2019 3","Alaria marginata","2"
"North Beach LOW 2019 3","Bossiella frondescens","8"
"North Beach LOW 2019 3","Bossiella frondifera","22"
"North Beach LOW 2019 3","Bossiella mayae","2"
"North Beach LOW 2019 3","Bossiella reptans","2"
"North Beach LOW 2019 3","Corallina sp.1 frondescens","3"
"North Beach LOW 2019 3","Corallina vancouveriensis","30"
"North Beach LOW 2019 3","Crusticorallina muricata","1"
"North Beach LOW 2019 3","Ectocarpus commensalis (on Saccharina)","22"
"North Beach LOW 2019 3","Hildenbrandia occidentalis (thick)","1"
"North Beach LOW 2019 3","Hildenbrandia rubra (thin)","tr"
"North Beach LOW 2019 3","Cryptopleura multiloba","1"
"North Beach LOW 2019 3","Laminaria setchellii","2"
"North Beach LOW 2019 3","Lithophyllum impressum","1"
"North Beach LOW 2019 3","Lithophyllum sp.1","2"
"North Beach LOW 2019 3","Lithothamnion phymatodeum","4"
"North Beach LOW 2019 3","Mazzaella splendens","3"
"North Beach LOW 2019 3","Neopolyporolithon reclinatum","4"
"North Beach LOW 2019 3","Petrocelis","0.5"
"North Beach LOW 2019 3","Phyllospadix scouleri","tr"
"North Beach LOW 2019 3","Prionitis lanceolata","0.5"
"North Beach LOW 2019 3","Ralfsia sp.","0.5"
"North Beach LOW 2019 3","Saccharina sessilis","100"
"North Beach LOW 2019 3","Schizymenia pacifica","0.5"
"North Beach LOW 2019 3","Cryptochiton (#)","1"
"North Beach LOW 2019 3","Tonicella (#)","2"
"North Beach LOW 2019 3","Spirorbis","1"
"North Beach LOW 2019 3","Purple Urchin (#)","2"
"North Beach LOW 2019 3","Jingle","1"
"North Beach LOW 2019 3","Ceratostoma","1"
"North Beach LOW 2019 4","BARE ROCK / SUBSTRATE (%)","1"
"North Beach LOW 2019 4","CORALLINE (%)","49"
"North Beach LOW 2019 4","Alaria marginata","T"
"North Beach LOW 2019 4","Bossiella exarticulata","6"
"North Beach LOW 2019 4","Bossiella frondifera","5"
"North Beach LOW 2019 4","Bossiella hakaiensis","tr"
"North Beach LOW 2019 4","Bossiella mayae","7"
"North Beach LOW 2019 4","Bossiella reptans","3"
"North Beach LOW 2019 4","Callithamnion pikeanum","T"
"North Beach LOW 2019 4","Chiharaea silvae","3"
"North Beach LOW 2019 4","Codium setchellii","1"
"North Beach LOW 2019 4","Corallina sp.1 frondescens","7"
"North Beach LOW 2019 4","Corallina vancouveriensis","12"
"North Beach LOW 2019 4","Ectocarpus commensalis (on Saccharina)","1"
"North Beach LOW 2019 4","Hildenbrandia occidentalis (thick)","8"
"North Beach LOW 2019 4","Hildenbrandia rubra (thin)","5"
"North Beach LOW 2019 4","Lithophyllum impressum","1"
"North Beach LOW 2019 4","Lithophyllum sp.1","3"
"North Beach LOW 2019 4","Lithothamnion phymatodeum","4"
"North Beach LOW 2019 4","Neopolyporolithon reclinatum","2"
"North Beach LOW 2019 4","Phyllospadix scouleri","5"
"North Beach LOW 2019 4","Ralfsia fungiformis","12"
"North Beach LOW 2019 4","Saccharina sessilis","94"
"North Beach LOW 2019 4","Schizymenia pacifica","1"
"North Beach LOW 2019 4","Cryptochiton (#)","1"
"North Beach LOW 2019 4","Leptasterias (#)","1"
"North Beach LOW 2019 4","Tube worms - small (%)","1"
"North Beach LOW 2019 4","Purple Urchin (#)","4"
"North Beach LOW 2019 4","Hedophyllum recruits","5"
"North Beach LOW 2019 4","Cryptopleura multiloba","3"
"North Beach LOW 2019 5","BARE ROCK / SUBSTRATE (%)","7"
"North Beach LOW 2019 5","CORALLINE (%)","75"
"North Beach LOW 2019 5","Bossiella exarticulata","2"
"North Beach LOW 2019 5","Bossiella frondifera","18"
"North Beach LOW 2019 5","Calliarthron tuberculosum","8"
"North Beach LOW 2019 5","Codium setchellii","0.5"
"North Beach LOW 2019 5","Corallina sp.1 frondescens","19"
"North Beach LOW 2019 5","Ectocarpus commensalis (on Saccharina)","2"
"North Beach LOW 2019 5","Hildenbrandia occidentalis (thick)","5"
"North Beach LOW 2019 5","Hildenbrandia rubra (thin)","3"
"North Beach LOW 2019 5","Hymenena / Cryptopleura sp.","1"
"North Beach LOW 2019 5","Lithothamnion phymatodeum","1"
"North Beach LOW 2019 5","Neopolyporolithon reclinatum","1"
"North Beach LOW 2019 5","Peyssonnelia sp.","2"
"North Beach LOW 2019 5","Phyllospadix scouleri","50"
"North Beach LOW 2019 5","Pyropia gardneri","0.5"
"North Beach LOW 2019 5","Saccharina sessilis","94"
"North Beach LOW 2019 5","Smithora naiadum","13"
"North Beach LOW 2019 5","Ulva lactuca","0.5"
"North Beach LOW 2019 5","Unknown brown crust","2"
"North Beach LOW 2019 5","snails","17"
"North Beach LOW 2019 5","Spirorbis","2"
"North Beach LOW 2019 5","Purple Urchin (#)","2"
"North Beach LOW 2019 6","BARE ROCK / SUBSTRATE (%)","3"
"North Beach LOW 2019 6","CORALLINE (%)","45"
"North Beach LOW 2019 6","Alaria marginata","100"
"North Beach LOW 2019 6","Bossiella exarticulata","5"
"North Beach LOW 2019 6","Bossiella frondescens","1"
"North Beach LOW 2019 6","Bossiella frondifera","5"
"North Beach LOW 2019 6","Bossiella hakaiensis","3"
"North Beach LOW 2019 6","Bossiella reptans","7"
"North Beach LOW 2019 6","Callithamnion pikeanum","1"
"North Beach LOW 2019 6","Corallina vancouveriensis","23"
"North Beach LOW 2019 6","Halosaccion glandiforme","tr"
"North Beach LOW 2019 6","Hildenbrandia occidentalis (thick)","3"
"North Beach LOW 2019 6","Hildenbrandia rubra (thin)","4"
"North Beach LOW 2019 6","Lithophyllum sp.1","2"
"North Beach LOW 2019 6","Lithothamnion phymatodeum","2"
"North Beach LOW 2019 6","Mazzaella splendens","2"
"North Beach LOW 2019 6","Neopolyporolithon reclinatum","tr"
"North Beach LOW 2019 6","Odonthalia floccosa","tr"
"North Beach LOW 2019 6","Saccharina sessilis","100"
"North Beach LOW 2019 6","Limpets (#)","10"
"North Beach LOW 2019 6","Littorine snails (#)","8"
"North Beach LOW 2019 6","Jingle","1"
"North Beach LOW 2019 6","Cryptopleura multiloba","3"
"North Beach LOW 2019 7","BARE ROCK / SUBSTRATE (%)","4"
"North Beach LOW 2019 7","CORALLINE (%)","62"
"North Beach LOW 2019 7","Alaria marginata","97"
"North Beach LOW 2019 7","Bossiella frondescens","4"
"North Beach LOW 2019 7","Bossiella frondifera","12"
"North Beach LOW 2019 7","Bossiella hakaiensis","7"
"North Beach LOW 2019 7","Bossiella reptans","8"
"North Beach LOW 2019 7","Corallina sp.1 frondescens","2"
"North Beach LOW 2019 7","Corallina vancouveriensis","10"
"North Beach LOW 2019 7","Crusticorallina muricata","1"
"North Beach LOW 2019 7","Ectocarpus commensalis (on Saccharina)","0.5"
"North Beach LOW 2019 7","Hildenbrandia occidentalis (thick)","6"
"North Beach LOW 2019 7","Hildenbrandia rubra (thin)","3"
"North Beach LOW 2019 7","Lithophyllum impressum","1"
"North Beach LOW 2019 7","Lithophyllum sp.1","2"
"North Beach LOW 2019 7","Lithothamnion phymatodeum","12"
"North Beach LOW 2019 7","Mastocarpus agardhii","3"
"North Beach LOW 2019 7","Neopolyporolithon reclinatum","2"
"North Beach LOW 2019 7","Pyropia gardneri","1"
"North Beach LOW 2019 7","Ralfsia sp.","0.5"
"North Beach LOW 2019 7","Saccharina sessilis","56"
"North Beach LOW 2019 7","Limpets (#)","4"
"North Beach LOW 2019 7","Tonicella (#)","2"
"North Beach LOW 2019 7","snails","6"
"North Beach LOW 2019 8","CORALLINE (%)","40"
"North Beach LOW 2019 8","Alaria marginata","100"
"North Beach LOW 2019 8","Bossiella frondescens","2"
"North Beach LOW 2019 8","Bossiella frondifera","8"
"North Beach LOW 2019 8","Chamberlainum tumidum","4"
"North Beach LOW 2019 8","Corallina vancouveriensis","10"
"North Beach LOW 2019 8","Crusticorallina muricata","5"
"North Beach LOW 2019 8","Hildenbrandia rubra (thin)","4"
"North Beach LOW 2019 8","Hymenena / Cryptopleura sp.","1"
"North Beach LOW 2019 8","Lithophyllum sp.1","2"
"North Beach LOW 2019 8","Peyssonnelia sp.","1"
"North Beach LOW 2019 8","Plocamium violaceum","0.5"
"North Beach LOW 2019 8","Saccharina groenlandica","30"
"North Beach LOW 2019 8","Bryozoan (%)","1"
"North Beach LOW 2019 9","BARE ROCK / SUBSTRATE (%)","6"
"North Beach LOW 2019 9","CORALLINE (%)","34"
"North Beach LOW 2019 9","Acrosiphonia arcta","0.5"
"North Beach LOW 2019 9","Alaria marginata","58"
"North Beach LOW 2019 9","Bossiella frondescens","2"
"North Beach LOW 2019 9","Bossiella frondifera","7"
"North Beach LOW 2019 9","Bossiella reptans","4"
"North Beach LOW 2019 9","Callithamnion pikeanum","1"
"North Beach LOW 2019 9","Codium fragile","3"
"North Beach LOW 2019 9","Costaria costata","0.5"
"North Beach LOW 2019 9","Ectocarpus commensalis (on Saccharina)","1"
"North Beach LOW 2019 9","Fucus distichus","1"
"North Beach LOW 2019 9","Halosaccion glandiforme","1"
"North Beach LOW 2019 9","Hildenbrandia occidentalis (thick)","3"
"North Beach LOW 2019 9","Hildenbrandia rubra (thin)","4"
"North Beach LOW 2019 9","Lithophyllum sp.1","0.5"
"North Beach LOW 2019 9","Mazzaella splendens","7"
"North Beach LOW 2019 9","Microcladia borealis","3"
"North Beach LOW 2019 9","Neopolyporolithon reclinatum","1"
"North Beach LOW 2019 9","Odonthalia floccosa","23"
"North Beach LOW 2019 9","Petrocelis","5"
"North Beach LOW 2019 9","Plocamium violaceum","3"
"North Beach LOW 2019 9","Prionitis lanceolata","3"
"North Beach LOW 2019 9","Ralfsia sp.","1.5"
"North Beach LOW 2019 9","Saccharina sessilis","58"
"North Beach LOW 2019 9","Schizymenia pacifica","0.5"
"North Beach LOW 2019 9","Scytosiphon dotyi","tr"
"North Beach LOW 2019 9","Ulva lactuca","0.5"
"North Beach LOW 2019 9","Limpets (#)","5"
"North Beach LOW 2019 9","Bryozoan (%)","3"
"North Beach LOW 2019 9","snails","3"
"North Beach LOW 2019 9","Pisaster (#)","2"
"North Beach LOW 2019 9","Flustrellidra","2"
"North Beach LOW 2019 10","CORALLINE (%)","30"
"North Beach LOW 2019 10","Alaria marginata","100"
"North Beach LOW 2019 10","Bossiella frondifera","6"
"North Beach LOW 2019 10","Bossiella hakaiensis","1"
"North Beach LOW 2019 10","Chiharaea silvae","1"
"North Beach LOW 2019 10","Corallina vancouveriensis","10"
"North Beach LOW 2019 10","Crusticorallina muricata","4"
"North Beach LOW 2019 10","Hildenbrandia occidentalis (thick)","2"
"North Beach LOW 2019 10","Hildenbrandia rubra (thin)","4"
"North Beach LOW 2019 10","Hymenena / Cryptopleura sp.","1"
"North Beach LOW 2019 10","Lithophyllum sp.1","2"
"North Beach LOW 2019 10","Mazzaella splendens","3"
"North Beach LOW 2019 10","Neopolyporolithon reclinatum","1"
"North Beach LOW 2019 10","Odonthalia floccosa","50"
"North Beach LOW 2019 10","Peyssonnelia sp.","1"
"North Beach LOW 2019 10","Polyneura latissima","tr"
"North Beach LOW 2019 10","Saccharina groenlandica","25"
"North Beach MID 2019 1","BARE ROCK / SUBSTRATE (%)","11"
"North Beach MID 2019 1","CORALLINE (%)","9"
"North Beach MID 2019 1","Acrosiphonia arcta","2"
"North Beach MID 2019 1","Alaria marginata","3"
"North Beach MID 2019 1","Corallina vancouveriensis","6"
"North Beach MID 2019 1","Endocladia muricata","1"
"North Beach MID 2019 1","Fucus distichus","70"
"North Beach MID 2019 1","Halosaccion glandiforme","4"
"North Beach MID 2019 1","Hildenbrandia occidentalis (thick)","30"
"North Beach MID 2019 1","Hildenbrandia rubra (thin)","5"
"North Beach MID 2019 1","Leathesia marina","0.5"
"North Beach MID 2019 1","Mastocarpus agardhii","2"
"North Beach MID 2019 1","Mastocarpus alaskensis","4"
"North Beach MID 2019 1","Microcladia borealis","8"
"North Beach MID 2019 1","Petrocelis","0.5"
"North Beach MID 2019 1","Pyropia abbottiae","3"
"North Beach MID 2019 1","Pyropia fallax","30"
"North Beach MID 2019 1","Spongites tumidum","3"
"North Beach MID 2019 1","Ulva lactuca","0.5"
"North Beach MID 2019 1","Wildmania norrisii","3"
"North Beach MID 2019 1","Barnacle sp. (%)","2"
"North Beach MID 2019 1","Anemone (%)","2"
"North Beach MID 2019 1","Isopods (#)","1"
"North Beach MID 2019 1","Littorine snails (#)","1"
"North Beach MID 2019 1","Pisaster (#)","3"
"North Beach MID 2019 1","Pisaster (%)","5"
"North Beach MID 2019 2","BARE ROCK / SUBSTRATE (%)","10"
"North Beach MID 2019 2","CORALLINE (%)","6"
"North Beach MID 2019 2","Acrosiphonia coalita","2"
"North Beach MID 2019 2","Alaria marginata","3"
"North Beach MID 2019 2","Analipus japonicus","tr"
"North Beach MID 2019 2","Corallina vancouveriensis","4"
"North Beach MID 2019 2","Cryptosiphonia woodii","1"
"North Beach MID 2019 2","Endocladia muricata","3"
"North Beach MID 2019 2","Halosaccion glandiforme","22"
"North Beach MID 2019 2","Hildenbrandia occidentalis (thick)","3"
"North Beach MID 2019 2","Microcladia borealis","4"
"North Beach MID 2019 2","Plocamium violaceum","1"
"North Beach MID 2019 2","Pyropia abbottiae","38"
"North Beach MID 2019 2","Scytosiphon lomentaria","2"
"North Beach MID 2019 2","Ulva lactuca","tr"
"North Beach MID 2019 2","Wildmania norrisii","2"
"North Beach MID 2019 2","Barnacle sp. (%)","1"
"North Beach MID 2019 2","Anemone (%)","4"
"North Beach MID 2019 2","Limpets (#)","5"
"North Beach MID 2019 2","Katharina (#)","1"
"North Beach MID 2019 2","Katharina (%)","1"
"North Beach MID 2019 2","Leptasterias (#)","1"
"North Beach MID 2019 3","BARE ROCK / SUBSTRATE (%)","12"
"North Beach MID 2019 3","CORALLINE (%)","3"
"North Beach MID 2019 3","Acrosiphonia coalita","2"
"North Beach MID 2019 3","Corallina vancouveriensis","3"
"North Beach MID 2019 3","Fucus distichus","10"
"North Beach MID 2019 3","Halosaccion glandiforme","2"
"North Beach MID 2019 3","Hildenbrandia occidentalis (thick)","25"
"North Beach MID 2019 3","Hildenbrandia rubra (thin)","4"
"North Beach MID 2019 3","Polysiphonia hendryi var. garderi","9"
"North Beach MID 2019 3","Pyropia abbottiae","14"
"North Beach MID 2019 3","Ulva lactuca","2"
"North Beach MID 2019 3","Wildmania norrisii","8"
"North Beach MID 2019 3","Barnacle sp. (%)","2"
"North Beach MID 2019 3","Anemone (%)","4"
"North Beach MID 2019 3","Nucella (#)","2"
"North Beach MID 2019 3","Collinsiella tuberculata","2"
"North Beach MID 2019 4","BARE ROCK / SUBSTRATE (%)","40"
"North Beach MID 2019 4","CORALLINE (%)","9"
"North Beach MID 2019 4","Alaria marginata","0.5"
"North Beach MID 2019 4","Bossiella frondescens","0.5"
"North Beach MID 2019 4","Cladophora columbiana","0.5"
"North Beach MID 2019 4","Corallina vancouveriensis","8"
"North Beach MID 2019 4","Endocladia muricata","1"
"North Beach MID 2019 4","Fucus distichus","10"
"North Beach MID 2019 4","Halosaccion glandiforme","0.5"
"North Beach MID 2019 4","Hildenbrandia occidentalis (thick)","10"
"North Beach MID 2019 4","Hildenbrandia rubra (thin)","15"
"North Beach MID 2019 4","Leathesia marina","0.5"
"North Beach MID 2019 4","Petrocelis","0.5"
"North Beach MID 2019 4","Savoiea robusta","15"
"North Beach MID 2019 4","Pyropia abbottiae","1"
"North Beach MID 2019 4","Pyropia fallax","12"
"North Beach MID 2019 4","Ulva lactuca","1"
"North Beach MID 2019 4","Wildmania norrisii","3"
"North Beach MID 2019 4","Mytillus sp. (%)","0.5"
"North Beach MID 2019 4","Barnacle sp. (%)","4"
"North Beach MID 2019 4","Anemone (%)","12"
"North Beach MID 2019 4","Limpets (#)","336"
"North Beach MID 2019 4","Littorine snails (#)","2"
"North Beach MID 2019 5","BARE ROCK / SUBSTRATE (%)","47"
"North Beach MID 2019 5","CORALLINE (%)","1"
"North Beach MID 2019 5","Cladophora columbiana","1"
"North Beach MID 2019 5","Endocladia muricata","1"
"North Beach MID 2019 5","Hildenbrandia rubra (thin)","2"
"North Beach MID 2019 5","Hildenbrandia sp.","15"
"North Beach MID 2019 5","Polysiphonia hendryi var. garderi","3"
"North Beach MID 2019 5","Pyropia abbottiae","5"
"North Beach MID 2019 5","Spongites tumidum","1"
"North Beach MID 2019 5","Wildmania norrisii","1"
"North Beach MID 2019 5","Barnacle sp. (%)","6"
"North Beach MID 2019 5","Anemone (%)","7"
"North Beach MID 2019 5","Nucella (#)","1"
"North Beach MID 2019 5","Pisaster (#)","1"
"North Beach MID 2019 5","Pisaster (%)","5"
"North Beach MID 2019 6","BARE ROCK / SUBSTRATE (%)","31"
"North Beach MID 2019 6","Cladophora columbiana","0.5"
"North Beach MID 2019 6","Collinsiella tuberculata","0.5"
"North Beach MID 2019 6","Corallina vancouveriensis","2"
"North Beach MID 2019 6","Gloiopeltis furcata (including base only)","1"
"North Beach MID 2019 6","Halosaccion glandiforme","0.5"
"North Beach MID 2019 6","Hildenbrandia occidentalis (thick)","5"
"North Beach MID 2019 6","Hildenbrandia rubra (thin)","15"
"North Beach MID 2019 6","Polysiphonia hendryi var. garderi","5"
"North Beach MID 2019 6","Pyropia abbottiae","7"
"North Beach MID 2019 6","Ulva linza","0.5"
"North Beach MID 2019 6","Wildmania norrisii","2"
"North Beach MID 2019 6","Barnacle sp. (%)","48"
"North Beach MID 2019 6","Anemone (%)","6"
"North Beach MID 2019 6","Limpets (#)","50"
"North Beach MID 2019 6","Littorine snails (#)","40"
"North Beach MID 2019 6","Katharina (#)","1"
"North Beach MID 2019 6","Katharina (%)","0.5"
"North Beach MID 2019 7","BARE ROCK / SUBSTRATE (%)","17"
"North Beach MID 2019 7","Acrosiphonia arcta","2"
"North Beach MID 2019 7","Bossiella frondifera","tr"
"North Beach MID 2019 7","Collinsiella tuberculata","5"
"North Beach MID 2019 7","Corallina vancouveriensis","19"
"North Beach MID 2019 7","Endocladia muricata","tr"
"North Beach MID 2019 7","Gloiopeltis furcata (including base only)","0.5"
"North Beach MID 2019 7","Halosaccion glandiforme","tr"
"North Beach MID 2019 7","Hildenbrandia occidentalis (thick)","6"
"North Beach MID 2019 7","Hildenbrandia rubra (thin)","3"
"North Beach MID 2019 7","Microcladia borealis","1"
"North Beach MID 2019 7","Phyllospadix scouleri","17"
"North Beach MID 2019 7","Prionitis sternbergii","2"
"North Beach MID 2019 7","Pyropia fucicola","tr"
"North Beach MID 2019 7","Wildmania norrisii","0.5"
"North Beach MID 2019 7","Barnacle sp. (%)","16"
"North Beach MID 2019 7","Anemone (%)","9"
"North Beach MID 2019 7","Limpets (#)","50"
"North Beach MID 2019 7","Littorine snails (#)","50"
"North Beach MID 2019 7","Pisaster (#)","1"
"North Beach MID 2019 7","Pisaster (%)","2"
"North Beach MID 2019 8","BARE ROCK / SUBSTRATE (%)","30"
"North Beach MID 2019 8","Cladophora columbiana","3"
"North Beach MID 2019 8","Corallina vancouveriensis","1"
"North Beach MID 2019 8","Fucus distichus","1"
"North Beach MID 2019 8","Gloiopeltis furcata (including base only)","1"
"North Beach MID 2019 8","Hildenbrandia occidentalis (thick)","16"
"North Beach MID 2019 8","Pyropia fucicola","5"
"North Beach MID 2019 8","Wildmania norrisii","3"
"North Beach MID 2019 8","Barnacle sp. (%)","21"
"North Beach MID 2019 8","Anemone (%)","2"
"North Beach MID 2019 8","Pisaster (#)","2"
"North Beach MID 2019 8","Pisaster (%)","6"
"North Beach MID 2019 8","Collinsiella tuberculata","1"
"North Beach MID 2019 9","BARE ROCK / SUBSTRATE (%)","30"
"North Beach MID 2019 9","CORALLINE (%)","4"
"North Beach MID 2019 9","Cladophora columbiana","2"
"North Beach MID 2019 9","Collinsiella tuberculata","2"
"North Beach MID 2019 9","Corallina vancouveriensis","4"
"North Beach MID 2019 9","Endocladia muricata","1"
"North Beach MID 2019 9","Fucus distichus","2"
"North Beach MID 2019 9","Gloiopeltis furcata (including base only)","0.5"
"North Beach MID 2019 9","Hildenbrandia occidentalis (thick)","50"
"North Beach MID 2019 9","Hildenbrandia rubra (thin)","4"
"North Beach MID 2019 9","Mastocarpus alaskensis","0.5"
"North Beach MID 2019 9","Pyropia abbottiae","4"
"North Beach MID 2019 9","Pyropia fucicola","0.5"
"North Beach MID 2019 9","Ulva linza","0.5"
"North Beach MID 2019 9","Wildmania norrisii","4"
"North Beach MID 2019 9","Mytillus sp. (%)","0.5"
"North Beach MID 2019 9","Barnacle sp. (%)","17"
"North Beach MID 2019 9","Anemone (%)","7"
"North Beach MID 2019 9","Limpets (#)","55"
"North Beach MID 2019 9","Littorine snails (#)","85"
"North Beach MID 2019 9","Katharina (#)","1"
"North Beach MID 2019 9","Katharina (%)","0.5"
"North Beach MID 2019 10","BARE ROCK / SUBSTRATE (%)","2"
"North Beach MID 2019 10","Acrosiphonia coalita","6"
"North Beach MID 2019 10","Alaria marginata","2"
"North Beach MID 2019 10","Fucus distichus","8"
"North Beach MID 2019 10","Halosaccion glandiforme","tr"
"North Beach MID 2019 10","Hildenbrandia occidentalis (thick)","4"
"North Beach MID 2019 10","Hildenbrandia rubra (thin)","50"
"North Beach MID 2019 10","Mastocarpus latissimus","0.5"
"North Beach MID 2019 10","Savoiea robusta","1"
"North Beach MID 2019 10","Pyropia abbottiae","50"
"North Beach MID 2019 10","Pyropia fucicola","1"
"North Beach MID 2019 10","Spongites tumidum","10"
"North Beach MID 2019 10","Ulva lactuca","tr"
"North Beach MID 2019 10","Anemone (%)","3"
"North Beach MID 2019 10","Limpets (#)","2"
"North Beach MID 2019 10","Leptasterias (#)","1"
"North Beach MID 2019 10","Pisaster (#)","1"
"North Beach MID 2019 10","Pisaster (%)","1"
"North Beach HIGH 2019 1","BARE ROCK / SUBSTRATE (%)","5"
"North Beach HIGH 2019 1","Endocladia muricata","1"
"North Beach HIGH 2019 1","Fucus distichus","2"
"North Beach HIGH 2019 1","Gloiopeltis furcata (including base only)","tr"
"North Beach HIGH 2019 1","Hildenbrandia occidentalis (thick)","10"
"North Beach HIGH 2019 1","Hildenbrandia rubra (thin)","3"
"North Beach HIGH 2019 1","Mastocarpus agardhii","tr"
"North Beach HIGH 2019 1","Mastocarpus alaskensis","tr"
"North Beach HIGH 2019 1","Pyropia fucicola","1"
"North Beach HIGH 2019 1","Wildmania norrisii","tr"
"North Beach HIGH 2019 1","Barnacle sp. (%)","80"
"North Beach HIGH 2019 1","Limpets (#)","22"
"North Beach HIGH 2019 1","Mussel %","tr"
"North Beach HIGH 2019 2","BARE ROCK / SUBSTRATE (%)","3"
"North Beach HIGH 2019 2","Acrosiphonia arcta","2"
"North Beach HIGH 2019 2","Endocladia muricata","1"
"North Beach HIGH 2019 2","Fucus distichus","3"
"North Beach HIGH 2019 2","Gloiopeltis furcata (including base only)","tr"
"North Beach HIGH 2019 2","Halosaccion glandiforme","0.5"
"North Beach HIGH 2019 2","Hildenbrandia occidentalis (thick)","21"
"North Beach HIGH 2019 2","Hildenbrandia rubra (thin)","2"
"North Beach HIGH 2019 2","Mastocarpus alaskensis","tr"
"North Beach HIGH 2019 2","Pyropia abbottiae","7"
"North Beach HIGH 2019 2","Spongites tumidum","tr"
"North Beach HIGH 2019 2","Ulva lactuca","tr"
"North Beach HIGH 2019 2","Wildmania norrisii","1"
"North Beach HIGH 2019 2","Barnacle sp. (%)","55"
"North Beach HIGH 2019 2","Limpets (#)","32"
"North Beach HIGH 2019 3","BARE ROCK / SUBSTRATE (%)","55"
"North Beach HIGH 2019 3","Hildenbrandia occidentalis (thick)","0.5"
"North Beach HIGH 2019 3","Petrocelis","0.5"
"North Beach HIGH 2019 3","Barnacle sp. (%)","35"
"North Beach HIGH 2019 3","Limpets (#)","36"
"North Beach HIGH 2019 3","Littorine snails (#)","182"
"North Beach HIGH 2019 4","Acrosiphonia coalita","0.5"
"North Beach HIGH 2019 4","Endocladia muricata","1"
"North Beach HIGH 2019 4","Fucus distichus","6"
"North Beach HIGH 2019 4","Halosaccion glandiforme","tr"
"North Beach HIGH 2019 4","Hildenbrandia occidentalis (thick)","1"
"North Beach HIGH 2019 4","Hildenbrandia rubra (thin)","40"
"North Beach HIGH 2019 4","Pterosiphonia, Sp.","1"
"North Beach HIGH 2019 4","Pyropia abbottiae","1"
"North Beach HIGH 2019 4","Pyropia fucicola","1"
"North Beach HIGH 2019 4","Mytillus sp. (%)","12"
"North Beach HIGH 2019 4","Barnacle sp. (%)","50"
"North Beach HIGH 2019 4","Littorine snails (#)","12"
"North Beach HIGH 2019 4","Nucella (#)","4"
"North Beach HIGH 2019 5","BARE ROCK / SUBSTRATE (%)","12"
"North Beach HIGH 2019 5","Cladophora columbiana","2"
"North Beach HIGH 2019 5","Endocladia muricata","1"
"North Beach HIGH 2019 5","Fucus distichus","14"
"North Beach HIGH 2019 5","Halosaccion glandiforme","0.5"
"North Beach HIGH 2019 5","Hildenbrandia occidentalis (thick)","4"
"North Beach HIGH 2019 5","Hildenbrandia rubra (thin)","5"
"North Beach HIGH 2019 5","Petrocelis","1"
"North Beach HIGH 2019 5","Pyropia abbottiae","12"
"North Beach HIGH 2019 5","Ulva linza","0.5"
"North Beach HIGH 2019 5","Wildmania norrisii","0.5"
"North Beach HIGH 2019 5","Mytillus sp. (%)","10"
"North Beach HIGH 2019 5","Barnacle sp. (%)","65"
"North Beach HIGH 2019 5","Anemone (%)","0.5"
"North Beach HIGH 2019 5","Limpets (#)","45"
"North Beach HIGH 2019 5","Littorine snails (#)","270"
"North Beach HIGH 2019 5","Nucella (#)","2"
"North Beach HIGH 2019 6","BARE ROCK / SUBSTRATE (%)","35"
"North Beach HIGH 2019 6","Cladophora columbiana","0.5"
"North Beach HIGH 2019 6","Fucus distichus","3"
"North Beach HIGH 2019 6","Gloiopeltis furcata (including base only)","1"
"North Beach HIGH 2019 6","Hildenbrandia occidentalis (thick)","4"
"North Beach HIGH 2019 6","Hildenbrandia rubra (thin)","10"
"North Beach HIGH 2019 6","Petrocelis","1"
"North Beach HIGH 2019 6","Mytillus sp. (%)","5"
"North Beach HIGH 2019 6","Barnacle sp. (%)","37"
"North Beach HIGH 2019 6","Anemone (%)","1"
"North Beach HIGH 2019 6","Limpets (#)","24"
"North Beach HIGH 2019 6","Littorine snails (#)","74"
"North Beach HIGH 2019 6","Nucella (#)","1"
"North Beach HIGH 2019 7","Acrosiphonia arcta","5"
"North Beach HIGH 2019 7","Fucus distichus","25"
